EAN,Price,ASIN,Sales Rank,Net Profit,Net Margin
'8716683130737,89.99,B09QFRTSZ8,"#131.603, (Sport & Freizeit)",-18.97 ,"-19,48 %"
',699.99,B0152B8EWC,"#187, (Musik-CDs & Vinyl)",-4.91 ,"-81,90 %"
',28.99,3141009007,"#6, (Bücher)",-8.52 ,"-25,85 %"
'831273005931,110.99,B001CN6OUO,"#57.155, (Sport & Freizeit)",-24.62 ,"-22,77 %"
'4018861004033,12.99,B002VIUQAS,"#44.823, (Sport & Freizeit)",-5.56 ,"-39,73 %"
'831273005917,110.99,B000WN2R1K,"#85.988, (Sport & Freizeit)",-98.74 ,"-9.874,46 %"
'4524667768838,69.99,B071GQ77PJ,"#53.586, (Sport & Freizeit)",-63.06 ,"-6.306,12 %"
'4024066508085,4.99,B00CL5Z83G,"#39.556, (Sport & Freizeit)",-3.99 ,"-67,02 %"
'4026495764063,11.99,B015NWXWQ8,"#105.626, (Sport & Freizeit)",-8.72 ,"-109,09 %"
'4024066653105,4.99,B01DN3UGEK,"#46.375, (Sport & Freizeit)",-1.04 ,"-10,57 %"
'4026495764100,11.99,B015NWY3MU,"#34.290, (Sport & Freizeit)",-9.33 ,"-116,75 %"
'4015731044069,319.99,B08HCMFRXM,"#254.292, (Spielzeug)",-60.14 ,"-19,98 %"
'4712878731547,469.99,B0BDDMYY1X,-,-5.59 ,"-43,87 %"
'641300146779,26.99,B00A438FTG,"#296.139, (Sport & Freizeit)",-4.41 ,"-440,55 %"
'601842811382,12.99,B0BJL3DB3K,"#421.691, (Sport & Freizeit)",-4.90 ,"-24,49 %"
'5060277661651,69.99,B0815BDDZ7,"#16.383, (Sport & Freizeit)",-11.44 ,"-19,39 %"
'4018861004033,12.99,B002VIUQAS,"#44.823, (Sport & Freizeit)",-5.56 ,"-39,73 %"
'4714247517240,22.99,B016KM7F36,"#612.255, (Sport & Freizeit)",-7.31 ,"-23,42 %"
'4062218380226,18.99,B09X19486K,"#29.808, (Sport & Freizeit)",-7.81 ,"-34,36 %"
'4062218380387,18.99,B09X181J79,"#512.118, (Sport & Freizeit)",-7.55 ,"-27,86 %"
'4062218384859,58.99,B09X17NXMV,"#58.631, (Sport & Freizeit)",-9.89 ,"-15,45 %"
'4062218267022,67.99,B09JZN9PT6,"#3.758, (Sport & Freizeit)",-9.82 ,"-14,81 %"
'4062218385498,74.99,B09X17RXZZ,"#105.388, (Sport & Freizeit)",-10.01 ,"-13,73 %"
'4062218385528,128.99,B09X182HV2,"#65.994, (Sport & Freizeit)",-19.25 ,"-14,14 %"
'4062218384835,56.99,B09X18RZCG,"#58.631, (Sport & Freizeit)",-9.77 ,"-16,29 %"
'4062218385481,67.99,B09X18PR8Y,"#105.388, (Sport & Freizeit)",-10.11 ,"-13,40 %"
'850934007701,63.99,B07T4HRKQQ,"#297.186, (Sport & Freizeit)",-12.26 ,"-15,32 %"
'850934007626,63.99,B07HF2331B,"#124.463, (Sport & Freizeit)",-8.26 ,"-15,59 %"
