EAN,Price,ASIN,Sales Rank,Net Profit,Net Margin
'8002523646606,9.99,B07PBWRXGN,"#102.337, (Küche, Haushalt & Wohnen)",-0.56 ,"-2,47 %"
'4260634748532,7.99,B0BLHQ8XNG,"#3.923, (Beleuchtung)",-0.82 ,"-5,88 %"
'6941607326275,49.99,B0B68Z8T21,"#250.998, (Küche, Haushalt & Wohnen)",0.23 ,"0,31 %"
'4013283820308,2.99,B09DGMXF78,"#21.146, (Baby)",-1.32 ,"-18,94 %"
'4005556167418,6.99,B08PQ5SLWZ,"#95.157, (Spielzeug)",-11.33 ,"-1.132,64 %"
'4008789709813,9.99,B0B9P53RB6,"#31.581, (Spielzeug)",-3.93 ,"-24,60 %"
'5010993954469,9.99,B099ZY7XLV,"#8.577, (Spielzeug)",1.97 ,"8,56 %"
'4008789710796,7.99,B09WDZP122,-,-3.32 ,"-25,65 %"
'4023012342650,2.99,B0BN432GMS,"#140.745, (Computer & Zubehör)",-0.12 ,"-1,09 %"
'8711252232416,4.99,B0C5J3JF8C,-,2.14 ,"13,83 %"
'8002524011366,4.99,B0BKLNLNQ7,-,7.04 ,"28,16 %"
'0778988425039,1.99,B098R5TJ5D,"#173.091, (Spielzeug)",-2.70 ,"-60,10 %"
'3032163504078,19.99,B0BYDW5GXP,"#901.187, (Spielzeug)",-1.20 ,"-3,45 %"
'4005556115617,8.99,B0BD6BF28M,"#24.694, (Spielzeug)",-2.64 ,"-20,04 %"
'4007817087794,4.99,B09T2XKXCK,"#126.736, (Bürobedarf & Schreibwaren)",-6.88 ,"-687,69 %"
'0778988425046,1.99,B098R79WY3,"#30.582, (Spielzeug)",-2.36 ,"-47,25 %"
'4007817186503,3.99,B01CELIX8S,"#58.032, (Bürobedarf & Schreibwaren)",1.34 ,"12,22 %"
'4013283330401,14.99,B07ZSXBDGL,"#18.531, (Baby)",-3.46 ,"-15,79 %"
'4015067140084,9.99,B0B6P59F7T,"#5.875, (Küche, Haushalt & Wohnen)",-0.26 ,"-1,29 %"
'3032163110538,69.99,B0B2PKWYRB,"#154.318, (Spielzeug)",-71.88 ,"-7.188,07 %"
'3030050159622,49.99,B08RFVZNJT,"#3.402, (Kosmetik)",-6.26 ,"-10,36 %"
'4012074329471,14.99,B003KK62IG,"#1.437.728, (Küche, Haushalt & Wohnen)",-3.85 ,"-20,26 %"
'4015067240197,19.99,B0BXXGDHSG,"#240.989, (Küche, Haushalt & Wohnen)",2.10 ,"5,56 %"
'4012074039103,4.99,B01M4O2RHE,"#298.269, (Küche, Haushalt & Wohnen)",0.18 ,"1,18 %"
'4012074058920,19.99,B0BJL692Q6,-,3.12 ,"8,95 %"
'9783473492770,14.99,3473492779,"#8.775, (Bücher)",-6.66 ,"-44,45 %"
'4893998890144,4.99,B0864KSM2P,"#567.228, (Spielzeug)",3.16 ,"18,02 %"
'4013283524312,14.99,B0BPHB3SLR,"#720.041, (Spielzeug)",0.03 ,"0,11 %"
'4007817046418,1.99,B07MN1FV85,"#29.395, (Bürobedarf & Schreibwaren)",0.95 ,"11,94 %"
'4893998890243,3.99,B0C6XDDKZM,-,7.03 ,"31,99 %"
'4015067140183,19.99,B0BXXS7VHC,"#705.960, (Küche, Haushalt & Wohnen)",4.27 ,"10,69 %"
'9783473492862,19.99,3473492868,"#913, (Bücher)",-8.79 ,"-44,22 %"
'4012074059019,29.99,B0BL8TZF7G,"#914.719, (Küche, Haushalt & Wohnen)",-15.24 ,"-60,97 %"
'4012074051631,14.99,B08MQ1Z8P4,-,4.58 ,"14,77 %"
'9783473492701,17.99,3473492701,"#754, (Bücher)",-7.12 ,"-39,59 %"
'4012074058906,19.99,B0BJQSTH3Y,-,-3.06 ,"-11,79 %"
'4007817052280,9.99,B07MN1FBL8,"#137.883, (Spielzeug)",2.87 ,"13,67 %"
'4013283524602,14.99,B0BPH7LZ9Q,"#15.964, (Beleuchtung)",-3.91 ,"-21,54 %"
'4005556171484,6.99,B09DD6XXZL,"#18.901, (Spielzeug)",-7.38 ,"-113,75 %"
'4313042945922,9.99,B09Y61Q1NT,"#284.124, (Drogerie & Körperpflege)",-2.51 ,"-19,31 %"
'4013283524510,9.99,B0BPH9B7G8,"#18.600, (Baby)",-5.13 ,"-47,91 %"
'4012074058913,4.99,B0BJQRZPWW,-,-0.71 ,"-5,92 %"
'4006942891702,3.99,B0BJX6GN93,"#326.763, (Spielzeug)",0.74 ,"6,19 %"
'9783473492718,19.99,347349271X,"#15.406, (Bücher)",-8.73 ,"-43,67 %"
'4007817012628,29.99,B00W4VTUAY,"#1.748.951, (Küche, Haushalt & Wohnen)",-33.38 ,"-3.338,31 %"
'8002522517242,9.99,B09Y99HXFD,"#1.048.764, (Küche, Haushalt & Wohnen)",4.07 ,"15,64 %"
'4013283524701,29.99,B0BFJ5NT9L,"#648, (Beleuchtung)",1.33 ,"2,89 %"
