Product Title,Price,EAN,URL
"MSI MEG Aegis Ti5 12VTE-201AT, Gaming-PC",1.999.00,'4719072949129,https://www.alternate.de/MSI/MEG-Aegis-Ti5-12VTE-201AT-Gaming-PC/html/product/1850998
