Address,street number,Type,Rooms,Size (m2),Agency url,Agency name
Pietarinkatu ,1,275 000 €,1,34 ,https://www.huoneistokeskus.fi/kohde/20707496,huoneistokeskus
Pietarinkatu ,9,415 000 €,1,48 ,https://www.huoneistokeskus.fi/kohde/20417680,huoneistokeskus
Tähtitorninkatu ,14,635 000 €,3,70 ,https://www.huoneistokeskus.fi/kohde/20857601,huoneistokeskus
Iso Roobertinkatu ,48-50,227 000 €,1,26 ,https://www.huoneistokeskus.fi/kohde/20042096,huoneistokeskus
Tehtaankatu ,25,586 000 €,2,76 ,https://www.huoneistokeskus.fi/kohde/21987722,huoneistokeskus
Chydeniuksentie ,1,418 000 €,2,30 ,https://www.huoneistokeskus.fi/kohde/20188997,huoneistokeskus
Kalevankatu ,61,44 000 €,,12 ,https://www.huoneistokeskus.fi/kohde/21455489,huoneistokeskus
Köydenpunojankatu ,8,199 000 €,1,26 ,https://www.huoneistokeskus.fi/kohde/20683234,huoneistokeskus
