Address,street number,Type,Rooms,Size (m2),Agency url,Agency name
Mallaskatu,10,189 000 €,,45.5 ,https://www.solidhouse.fi/kohde/asunto/kaarina/piispanristi/piispanristi/80306050,solidhouse
Katariina Saksilaisen Katu,6,849 000 €,,141.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vanhankaupunginkoski_viikki/80306027,solidhouse
Ojahaanrinne,2,259 000 €,,82 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/myyrmaki/80294851,solidhouse
Seltterikuja,8,379 000 €,,86.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/konala/80291495,solidhouse
Kaivokatu,18,388 000 €,,67.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/kupittaa/80305962,solidhouse
Munkkisaarenkatu,2,849 000 €,,,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/munkkisaari/80307708,solidhouse
Taidemaalarinkatu,16,145 000 €,,28.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kuninkaantammi/80297217,solidhouse
Kiviaidankatu,5,589 000 €,,70.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/lauttasaari/80307320,solidhouse
Soidintie,8,297 000 €,,95.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/malmi/80306733,solidhouse
Puuskaniementie,46,589 000 €,,83 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/jollas/80307612,solidhouse
Rantaniitynkuja,20,369 000 €,,175 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/viitanlaakso/80306811,solidhouse
Lahokkatie,12,215 000 €,,150 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/tupuri/80306579,solidhouse
Rautatienpuistokatu,14,79 000 €,,39 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/riihiketo/80307665,solidhouse
Eteläpuisto,19,129 000 €,,99 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80295150,solidhouse
Omenaraitti,7,375 000 €,,106 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/sundsberg/sundsberg/80307395,solidhouse
Rautatienpuistokatu,2,149 000 €,,69 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80305216,solidhouse
Ylisenkuja,1,228 000 €,,49.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/jokiniemi/80306347,solidhouse
Tipurinkatu,28,179 000 €,,162 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/toejoki/80297114,solidhouse
Liisankatu,7b,104 900 €,,26 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/luolavuori/80306434,solidhouse
Iso Roobertinkatu,35-37,975 000 €,,101.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/punavuori/80304039,solidhouse
Koskelantie,56,243 000 €,,38 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kapyla/80304298,solidhouse
Sukkavartaankatu,2,307 000 €,,73.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/tampella/80297744,solidhouse
Omenatie,1,498 000 €,,154 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/sundsberg/sundsberg/80306242,solidhouse
Hemvikintie,4,519 000 €,,217.5 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kantvik/kantvik/80307082,solidhouse
Varikkokaarre,4,216 000 €,,58.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/keimolanmaki/80307068,solidhouse
Notkotie,7,465 000 €,,127.5 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/noykkio/80303261,solidhouse
Pellervonkatu,2,39 000 €,,36 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/tiilimaki/80304957,solidhouse
Huuhkajantie,7,115 000 €,,59.5 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/pyynpaa/80304568,solidhouse
Luhtipolku,7,169 000 €,,184 ,https://www.solidhouse.fi/kohde/asunto/ulvila/ulvila/keskusta/80305449,solidhouse
Vehkaniitunkatu,29,398 000 €,,197 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/pitkamaki/80305136,solidhouse
Salaistentie,11,174 000 €,,167 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/paukkula/80306419,solidhouse
Virontörmänkatu,6,137 000 €,,88.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/tesoma/80304988,solidhouse
Koivulantie,9,29 000 €,,76 ,https://www.solidhouse.fi/kohde/asunto/kuopio/tahkovuori/tahkovuori/80305221,solidhouse
Kuminakuja,1,308 000 €,,69 ,"https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/laajasalo,_yliskyla/80306491",solidhouse
Ällänkatu,6,99 000 €,,55 ,https://www.solidhouse.fi/kohde/asunto/nakkila_/nakkila/allankatu_6_as/80304391,solidhouse
Heteniityntie,1,114 000 €,,30 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vuosaari/80300710,solidhouse
Varvintie / Varvi Iii,,85 000 €,,,https://www.solidhouse.fi/kohde/asunto/salo/teijo/teijo/80305162,solidhouse
Kolmas Linja,2,499 000 €,,65.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kallio/80303161,solidhouse
Tasalankatu,5,170 000 €,,97 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/keskusta/80304675,solidhouse
Karpalokuja,4,99 500 €,,80 ,https://www.solidhouse.fi/kohde/asunto/ulvila/ulvila/palovainio/80305018,solidhouse
Liisankatu,5,159 000 €,,51 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/luolavuori/80303495,solidhouse
Varkkavuorenkatu,25,192 500 €,,79 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/hepokulta/80304851,solidhouse
Laulurastaankuja,1,174 000 €,,47.5 ,"https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/malmi,_tapaninkyla/80305250",solidhouse
Linnunpellonkatu,5,84 000 €,,131.6 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/aarnionpera/80127447,solidhouse
Hevoshaantie,9,265 000 €,,99.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/hakunila/80296465,solidhouse
Tuomiokirkonkatu,1,310 000 €,,76 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/keskusta/80305352,solidhouse
Matinkatu,2,219 000 €,,82 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/martti/80295167,solidhouse
Varvintie / Varvinranta Iv,,239 000 €,,,https://www.solidhouse.fi/kohde/asunto/salo/teijo/teijo/80304282,solidhouse
Soinintie,17,57 000 €,,233 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/vanhakoivisto/80298071,solidhouse
Niittykatu,3,375 000 €,,81 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/niittykumpu/80305159,solidhouse
Alhonmäentie,8,324 000 €,,170 ,https://www.solidhouse.fi/kohde/asunto/kaarina/kaarina/kuusisto/80304471,solidhouse
Kalevanpuisto,63,109 000 €,,75 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/kappara/80305247,solidhouse
Satamakatu,16,279 000 €,,74.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/kaakinmaa/80305490,solidhouse
Århusinkatu,3,205 000 €,,71 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/suikkila/80304616,solidhouse
Nisse Kavon Katu,2,49 000 €,,57.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/varissuo/80300903,solidhouse
Loukkurantie,25,154 000 €,,132 ,https://www.solidhouse.fi/kohde/asunto/ulvila/ulvila/loukkura/80300538,solidhouse
Köyrintie,22,143 000 €,,189 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/koivula/80304569,solidhouse
Rosalankuja,5,229 000 €,,40 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kruunuvuorenranta/80298118,solidhouse
Loukankatu,8,164 000 €,,151.5 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/paukkula/80297926,solidhouse
Iiriskuja,1,228 000 €,,65.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/liljalaakso/80303956,solidhouse
Vakkasuomentie,55,199 000 €,,250 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/ruohonpaa/80300523,solidhouse
Mallaskatu,10,185 000 €,,45 ,https://www.solidhouse.fi/kohde/asunto/kaarina/piispanristi/piispanristi/80298295,solidhouse
Huopalahdentie,9,308 000 €,,45 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/munkkiniemi/80303857,solidhouse
Pihlajatie,6,265 000 €,,38 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/meilahti/80026616,solidhouse
Linnalahdentie,1,249 000 €,,86 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vartiokyla/80297785,solidhouse
Skanssinkatu,34,169 000 €,,40 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/skanssi/80303941,solidhouse
Korpiselänkatu,10,410 000 €,,261 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/tervasuo/80298110,solidhouse
Kauppiaankatu,27,184 000 €,,46 ,https://www.solidhouse.fi/kohde/asunto/pirkkala/pirkkala/solja/80303685,solidhouse
Sorinsilta,4,239 000 €,,27.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/keskusta/80303831,solidhouse
Wärtsilänkatu,20-22,196 000 €,,74.5 ,https://www.solidhouse.fi/kohde/asunto/jarvenpaa/jarvenpaa/sorto/80295300,solidhouse
Temperankatu,4,289 000 €,,65 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kuninkaantammi/80303928,solidhouse
Temperankatu,4,195 000 €,,35 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kuninkaantammi/80303850,solidhouse
Keuruuntie,17,262 000 €,,32 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/puu-vallila_vallila/80298264,solidhouse
Punahilkantie,5,204 000 €,,51 ,https://www.solidhouse.fi/kohde/asunto/helsinki-uusimaa/helsinki/roihuvuori/80297820,solidhouse
Pellonmäenkatu,7,325 000 €,,100 ,https://www.solidhouse.fi/kohde/asunto/kaarina/kaarina/pohjanpelto/80301685,solidhouse
Puolukkatie,21,197 000 €,,197 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/kourujarvi/80300389,solidhouse
Frantsinkatu,2,108 000 €,,60.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/halinen/80297012,solidhouse
Laidunrinne,7b,1 120 000 €,,230 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/noykkio/80303096,solidhouse
Mannakorventie,9,154 500 €,,34.5 ,https://www.solidhouse.fi/kohde/asunto/kangasala/kangasala/vatiala/80291689,solidhouse
Suulakuja,1-5,139 000 €,,97 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/santtio/80303724,solidhouse
Itälahdenkatu,13,379 000 €,,53.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/lauttasaari/80304653,solidhouse
Teerentie,12,59 000 €,,70.5 ,https://www.solidhouse.fi/kohde/asunto/salo/pertteli/inkere/80303140,solidhouse
Riihenkulma,8,248 000 €,,81.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/malmi/80297443,solidhouse
Heikinkatu,4,239 000 €,,132 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/harmala/80294136,solidhouse
Kukinkuja,5,129 000 €,,74.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/martinlaakso/80303211,solidhouse
Raatimiehenkatu,3,78 000 €,,74.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/lauste/80303913,solidhouse
Suvialankaari,44,239 000 €,,47 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/niemenranta/80303618,solidhouse
Fasaanikuja,10,165 000 €,,99 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/tikanmaa/80297297,solidhouse
Vähäuusikatu,10,198 000 €,,198 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/5._osa___itatulli/80295231,solidhouse
Tellervonkatu,33,209 000 €,,140.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/uusikoivisto/80303973,solidhouse
Sakintie,7,178 000 €,,210 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/impola/80303716,solidhouse
Mäntykankareenkatu,20-22,134 500 €,,68 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/krookila/80294646,solidhouse
Mahlapolku,7b,488 000 €,,135.4 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/kivisto/80303115,solidhouse
Havukoskenkatu,3,215 000 €,,81 ,"https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/havukoski,/80304338",solidhouse
Vikkulankatu,39,169 000 €,,86 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/kankaantaka/80303459,solidhouse
Rakentajantie,10,312 000 €,,79.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/pitajanmaki/80297434,solidhouse
Koroistentie,5,89 000 €,,61.5 ,https://www.solidhouse.fi/kohde/asunto/kaarina/piikkio/piikkio/80303590,solidhouse
Halmelantie,13,229 000 €,,65 ,https://www.solidhouse.fi/kohde/asunto/lieto/lieto/ilmarinen/80300692,solidhouse
Luostarinkatu,15,525 000 €,,121.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/samppalinna/80303623,solidhouse
Neulapadontie,5,149 000 €,,70.6 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/myllypuro/80297755,solidhouse
Käsityöläiskatu,9a,249 000 €,,55.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/keskusta/80301641,solidhouse
Parkanonkatu,25,95 000 €,,64 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/hervanta/80303692,solidhouse
Orelinkatu,55,136 000 €,,80 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/koskenmaki/80297627,solidhouse
Peltolantie,35,156 000 €,,28 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/tikkurila___koivuhaka/80300392,solidhouse
Kukkulinnantie,12,429 000 €,,286.5 ,https://www.solidhouse.fi/kohde/asunto/salo/vartsala/vartsala/80297580,solidhouse
Vanha Tampereentie,18-20,59 000 €,,81 ,https://www.solidhouse.fi/kohde/asunto/ikaalinen/ikaalinen/keskusta/80295642,solidhouse
Kyyninkatu,13,78 000 €,,76 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/keskusta/80303179,solidhouse
Korventie,41,129 000 €,,122.1 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/vaharauma/80296362,solidhouse
Sakontie,67,169 000 €,,156 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/paattinen/80293868,solidhouse
Honkatie,3,145 000 €,,113.5 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/valhoja/80297767,solidhouse
Päivöläntie,23,228 000 €,,161 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/angelniemi/80300927,solidhouse
Merikannontie,3,585 000 €,,60.8 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/toolo/80298247,solidhouse
Rauhankatu,6,785 000 €,,93 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kruununhaka/80300765,solidhouse
Hyhkynkatu,12,92 000 €,,27.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/hyhky/80297609,solidhouse
Sahanmäenkatu,3,108 000 €,,47.5 ,https://www.solidhouse.fi/kohde/asunto/hyvinkaa/hyvinkaa/sahanmaki/80295344,solidhouse
Otonkatu,13,239 000 €,,172.6 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/aarnionpera/80298225,solidhouse
Rousku,2,249 000 €,,120 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/heikinlaakso/80296887,solidhouse
Meriraumantie,20,309 000 €,,110.5 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/merirauma/80291714,solidhouse
Hallikatu,10,175 000 €,,81.5 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/keskusta/80297236,solidhouse
Jalmarinpolku,4,987 000 €,,290 ,https://www.solidhouse.fi/kohde/asunto/kauniainen/kauniainen/kauniainen/80295303,solidhouse
Tintintaival,1,88 000 €,,101.5 ,https://www.solidhouse.fi/kohde/asunto/kuopio/tahkovuori/tahkovuori/80295305,solidhouse
Niittytaival,5,488 000 €,,68 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/niittykumpu/80297533,solidhouse
Mäenrinteenkatu,4,459 000 €,,330.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/linnainmaa/80298230,solidhouse
Vakkasuomenkatu,2,69 000 €,,56 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/keskusta/80300972,solidhouse
Viskaripolku,8,79 000 €,,57.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/harkamaki/80297081,solidhouse
Piispanportti,9,289 000 €,,44 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/olari/80297565,solidhouse
Bisajärventie,25,345 000 €,,235.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/sotunki/80300475,solidhouse
Nuolikuja,6,339 000 €,,165 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/palometta/80291692,solidhouse
Louhelantie,8,268 000 €,,74.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/louhela/80298170,solidhouse
Ratakatu,6,289 000 €,,125 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/port_arthur/80298020,solidhouse
Uudenmaankatu,33,522 000 €,,63 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/punavuori/80297486,solidhouse
Tuulensuunkatu,2,119 000 €,,55 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/keskusta/80298081,solidhouse
Juusjärventie,182,269 000 €,,170.5 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/lapinkyla/80296993,solidhouse
Hiiririnteentie,6,169 900 €,,211.5 ,https://www.solidhouse.fi/kohde/asunto/ylojarvi/ylojarvi/kuru/80297832,solidhouse
Timmermalmintie,4,499 000 €,,141.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/askisto/80289671,solidhouse
Muotialantie,33,108 000 €,,41 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/nekala/80297018,solidhouse
Klaavunkuja,5,122 000 €,,120 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/ollikkala/80298158,solidhouse
Munkkisaarenkatu,4,329 000 €,,44 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/munkkisaari/80127371,solidhouse
Satakunnantie,17,178 000 €,,67 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/raunistula/80296865,solidhouse
Maistraatinkatu,5,299 000 €,,74.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/pasila/80297093,solidhouse
Koivuhaankatu,17,199 000 €,,185 ,https://www.solidhouse.fi/kohde/asunto/parainen/parainen/koivuhaka/80296628,solidhouse
Kuohuntie,3,159 000 €,,54.5 ,https://www.solidhouse.fi/kohde/asunto/kangasala/kangasala/keskusta/80296285,solidhouse
Piiriniitynkatu,6,179 000 €,,85 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/lamminpaa/80297831,solidhouse
Multiojankatu,30,82 000 €,,73 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/multisilta/80297963,solidhouse
Omenakuja,5,420 000 €,,,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/viherlaakso_kavallinmaki/80297706,solidhouse
Keskuskatu,9,158 000 €,,78.5 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/keskusta/80298010,solidhouse
Zengerinkuja,14,229 000 €,,89 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/salmi/80297384,solidhouse
Viherkallionkuja,7,110 000 €,,40 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/viherlaakso/80296774,solidhouse
Lammassaarentie,3,105 000 €,,90 ,https://www.solidhouse.fi/kohde/asunto/ylojarvi/ylojarvi/ylinen/80297355,solidhouse
Pietarinkatu,15,235 000 €,,24 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/ullanlinna/80298025,solidhouse
Herralahdenkatu,8A,65 000 €,,46.75 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/itatulli/80297336,solidhouse
Saloviuksenpiha,2,199 000 €,,48 ,"https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/kirkkonummi,_keskusta/80112935",solidhouse
Teerentie,12,455 000 €,,137 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/jarvensivu/80296968,solidhouse
Nuottalahdentie,13,544 000 €,,110 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/nuottalahti/80295650,solidhouse
Pohjoiskauppatori,1,159 000 €,,90 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80297469,solidhouse
Kiviportintie,74,420 000 €,,,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vartiokyla/80296436,solidhouse
Kustaankuja,4,195 000 €,,143 ,https://www.solidhouse.fi/kohde/asunto/rauma/lappi/lappi/80296874,solidhouse
Punavuorenkatu,21,597 000 €,,78.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/punavuori/80296033,solidhouse
Ekmaninkatu,6,87 000 €,,30 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/nattinummi/80297260,solidhouse
Vaimarontie,652,189 500 €,,152 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/vaimaro/80297715,solidhouse
Suontaantie,34,186 000 €,,260 ,https://www.solidhouse.fi/kohde/asunto/laitila_/laitila/suontaka/80297451,solidhouse
Kauristie,14,132 000 €,,115 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/ketunkallio/80296904,solidhouse
Linnankatu,75,383 000 €,,109 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/linnanfaltti/80296427,solidhouse
Michailowinkatu,4,188 000 €,,30 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/kakola/80297482,solidhouse
Lumpeenkatu,8,329 000 €,,93.9 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/rantaperkio/80296877,solidhouse
Läntinen Pitkäkatu,16,185 000 €,,42 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/keskusta/80296558,solidhouse
Haarlankatu,5,349 000 €,,84.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/onkiniemi/80297126,solidhouse
Poutamäentie,8,216 000 €,,48 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/pajamaki/80296031,solidhouse
Viertolankaari,20,268 000 €,,82 ,https://www.solidhouse.fi/kohde/asunto/lieto/lieto/vierunpuisto___kahloja/80296353,solidhouse
Eskonkatu,8,136 000 €,,60 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/nattinummi/80296379,solidhouse
Malagankatu,4,520 000 €,,70.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/jatkasaari/80296740,solidhouse
Nissnikuntie,1,159 000 €,,63 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/masala/80296137,solidhouse
Haukitie,45,69 000 €,,62.5 ,https://www.solidhouse.fi/kohde/asunto/taipalsaari/taipalsaari/saimaanharju/80294509,solidhouse
Timpurintie,12,395 000 €,,244 ,https://www.solidhouse.fi/kohde/asunto/naantali/naantali/nuhjala/80292472,solidhouse
Sahurinkatu,15,155 000 €,,168 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/polari/80295489,solidhouse
Harmaalokkikuja,9-11,79 000 €,,73.5 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/santtio/80296489,solidhouse
Karsanlahdentie,1263,495 000 €,,242 ,"https://www.solidhouse.fi/kohde/asunto/kuopio/syvarinpaa,_varpaisjarvi/varpaisjarvi,_tahkovuori/80292484",solidhouse
Urpukuja,1,329 000 €,,212 ,https://www.solidhouse.fi/kohde/asunto/naantali/merimasku/merimasku/80296295,solidhouse
Kympinkatu,10,327 800 €,,,https://www.solidhouse.fi/kohde/asunto/turku/turku/westpark/80296242,solidhouse
Rypsitie,5,535 000 €,,266 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/liinaharja/80295656,solidhouse
Välimetsäntie,9,71 000 €,,49 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/valimetsa/80296899,solidhouse
Eskolantie,12-14,55 000 €,,39 ,https://www.solidhouse.fi/kohde/asunto/helsinki-uusimaa/helsinki/pukinmaki/80296032,solidhouse
Metsämaantie,6,104 000 €,,72 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/metsamaa/80295417,solidhouse
Aitanavain,5,245 000 €,,96 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/varisto/80295770,solidhouse
Kirjakkalantie,45,169 000 €,,85 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/teijo/80291896,solidhouse
Vesakkotie,7,260 000 €,,64.1 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/maunula/80295752,solidhouse
Kalastajanmäki,7,285 000 €,,72.5 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/tiistila/80295000,solidhouse
Kullervontie,9,228 000 €,,62.5 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/sorvakko/80296721,solidhouse
Kullervontie,9,221 000 €,,62.5 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/sorvakko/80296723,solidhouse
Kullervontie,9,168 000 €,,48 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/sorvakko/80296709,solidhouse
Lammasrinne,3,127 000 €,,60.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/pahkinarinne/80294495,solidhouse
Hirvitie,26,179 000 €,,59 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/leppakorpi/80296008,solidhouse
Kauppiaankatu,15,135 000 €,,34 ,https://www.solidhouse.fi/kohde/asunto/pirkkala/pirkkala/solja/80296644,solidhouse
Haapapurontie,92,249 000 €,,99 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/veikkola/veikkola/80295405,solidhouse
Heinimaantie,11,129 000 €,,82 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/vanha-koivisto/80295628,solidhouse
Matintie,53,150 000 €,,118 ,https://www.solidhouse.fi/kohde/asunto/nakkila/nakkila/viikkala/80128188,solidhouse
Tainantie,1,198 000 €,,,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/paivakumpu/80296244,solidhouse
Rastaantie,4,239 000 €,,140 ,"https://www.solidhouse.fi/kohde/asunto/ulvila/ulvila/loukkura,_vanhakyla/80292725",solidhouse
Kantosienenkatu,2,189 900 €,,91.5 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/taka-lauttala/80290000,solidhouse
Överbyntie,14,219 000 €,,85.5 ,"https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/overby,_kuusala/80295381",solidhouse
Supernovankatu,1,259 000 €,,70 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/harjuniitty/80295512,solidhouse
Supernovankatu,1,259 000 €,,70 ,https://www.solidhouse.fi/kohde/asunto/nokia/nokia/harjuniitty/80292745,solidhouse
