Date,Building Number,Project Name,Address,Status,Url
07/31/2006,2006-008690,FREE STANDING BUILDING,"635 AUNT LUCY LN, SMYRNA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=03498&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008658,FREE STANDING BUILDING,"1957 SOUTH COBB DR, SMYRNA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BLD&capID2=00000&capID3=02640&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008679,POOL,"3655 RIVERS CALL BLVD, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=03024&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008706,BASEMENT,"2858 ORCHARD KNOB RD, ATLANTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10436&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008705,SINGLE FAMILY STICK BUILT,"5612 CONWAY DR, 4A, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10435&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008704,WALL SIGN,"2359 WINDY HILL RD, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10434&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008703,SINGLE FAMILY STICK BUILT,"410 VININGS VINTAGE CIR, MABLETON GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10433&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008702,REPAIRS,"3641 BLAKEFORD WAY, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10432&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008701,WALL SIGN,"2359 WINDY HILL RD, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10431&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008700,ATTACHED GARAGE,"2113 BOYCE CIR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10430&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008699,CONDO,"6580 BENNINGTON BLUFF CT, 9, MABLETON GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10429&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008698,CONDO,"6576 BENNINGTON BLUFF CT, 9, MABETON GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10428&agencyCode=COBBCO&IsToShowInspection=
07/31/2006,2006-008697,ATTACHED GARAGE,"2109 BOYCE CIR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=10427&agencyCode=COBBCO&IsToShowInspection=
