Date,Building Number,Project Name,Address,Status,Url
04/28/2006,2006-004793,CONDO,"2847 CRESCENT PARK CT, 10, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09124&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004822,CONDO,"2460 CRESCENT PARK CT, 13, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09122&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004821,CONDO,"2458 CRESCENT PARK CT, 13, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09121&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004829,CONDO,"2476 CRESCENT PARK CT, 14, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09120&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004828,CONDO,"2474 CRESCENT PARK CT, 14, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09119&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004827,CONDO,"2472 CRESCENT PARK CT, 14, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09118&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004826,CONDO,"2470 CRESCENT PARK CT, 14, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09117&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004825,CONDO,"2468 CRESCENT PARK CT, 14, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09116&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004824,CONDO,"2466 CRESCENT PARK CT, 14, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09115&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004836,CONDO,"2494 CRESCENT PARK CT, 16, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09114&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004835,CONDO,"2492 CRESCENT PARK CT, 16, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09113&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004783,CONDO,"2840 CRESCENT PARK CT, 9, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09112&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004782,CONDO,"2838 CRESCENT PARK CT, 9, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09111&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004781,CONDO,"2836 CRESCENT PARK CT, 9, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09110&agencyCode=COBBCO&IsToShowInspection=
04/28/2006,2006-004797,CONDO,"2841 CRESCENT PARK CT, 10, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=09104&agencyCode=COBBCO&IsToShowInspection=
