Date,Building Number,Project Name,Address,Status,Url
06/30/2006,2006-007438,CONDO,"625 AUNT LUCY LN, 20, SMYRNA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07HST&capID2=00000&capID3=08541&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007473,RENOVATION,"1717 EAST WEST CONN, AUSTELL GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BLD&capID2=00000&capID3=02619&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007471,POOLHOUSE,"809 ATL COUNTRY CLUB DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=03101&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007441,SINGLE FAMILY STICK BUILT,"625 AUNT LUCY LN, 21, SMYRNA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=03096&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007472,RENOVATION,"2650 DALLAS HWY, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09464&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007440,SINGLE FAMILY STICK BUILT,"625 AUNT LUCY LN, 21, SMYRNA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09463&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007439,SINGLE FAMILY STICK BUILT,"625 AUNT LUCY LN, 20, SMYRNA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09462&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007479,PLUMBING,"4245 N MOUNTAIN RD, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09332&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007478,ATTACHED GARAGE,"5086 CROWE DR, SMYRNA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09331&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007477,BSMT FINISH,"3937 BRIDGEWATER LN, ACWORTH GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09330&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007476,HEATING,"1330 OLD COACH RD, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09329&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007475,HEATING,"3353 LENNIE DR, MARIETTA GA",Cancelled,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09328&agencyCode=COBBCO&IsToShowInspection=
06/30/2006,2006-007474,ADDITION,"1135 TUMBLEWEED TRL, KENNESAW GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=09327&agencyCode=COBBCO&IsToShowInspection=
