District Name,Serial No:,BLOCK NAME,VILLAGE NAME,SHG NAME,FORMATION DATE,TOTAL COUNT MEMBER
BEGUSARAI,11779,Teghra,Pipra Dodraj,Radha Rani,23-Feb-18,10
BEGUSARAI,11780,Teghra,Parsotimpur,Sakshi,01-Jan-18,14
BEGUSARAI,11781,Teghra,Parsotimpur,Isha,01-Jan-18,15
BEGUSARAI,11782,Teghra,Phulwaria,Lav,16-Dec-17,13
BEGUSARAI,11783,Teghra,Phulwaria,Aman,31-Jul-18,15
BEGUSARAI,11784,Teghra,Barauni,Karam,16-Jan-17,11
BEGUSARAI,11785,Teghra,Kadir Chak,Karishma,09-Sep-16,11
BEGUSARAI,11786,Teghra,Phulwaria,Dipu,01-Aug-17,11
BEGUSARAI,11787,Teghra,Phulwaria,Gaytri,08-Jan-17,12
BEGUSARAI,11788,Teghra,Barauni,Dharam,16-Jan-17,12
BEGUSARAI,11789,Teghra,Shasistabad,Premi,14-Nov-17,13
BEGUSARAI,11790,Teghra,Shasistabad,Sonam,18-Dec-17,15
BEGUSARAI,11791,Teghra,Binalpur,Sitara,18-Mar-17,10
BEGUSARAI,11792,Teghra,Chak Surjai,Roja,16-May-18,11
BEGUSARAI,11793,Teghra,Phulwaria,Suprabhat,15-Sep-18,14
BEGUSARAI,11794,Teghra,Phulwaria,Sivay,14-Feb-18,13
BEGUSARAI,11795,Teghra,Shasistabad,Siddhi,20-Feb-18,12
BEGUSARAI,11796,Teghra,Shasistabad,Sristi,23-Dec-17,13
BEGUSARAI,11797,Teghra,Phulwaria,Genda,17-Jul-18,14
BEGUSARAI,11798,Teghra,Madhurapur,Bhawna,16-Jul-18,12
BEGUSARAI,11799,Teghra,Pipra Dodraj,Golu,23-Feb-18,13
BEGUSARAI,11800,Teghra,Madhurapur,Mahak,16-Jul-18,12
BEGUSARAI,11801,Teghra,Nonpur,Anshu,27-Feb-18,12
BEGUSARAI,11802,Teghra,Kadir Chak,Akbar,22-Mar-18,14
BEGUSARAI,11803,Teghra,Kadir Chak,Laxmi,20-Nov-18,17
BEGUSARAI,11804,Teghra,Nipania,Nikki,06-Feb-18,12
BEGUSARAI,11805,Teghra,Shasistabad,Mahek,24-Dec-17,10
BEGUSARAI,11806,Teghra,Bariarpur,Aruhi,15-Nov-17,13
BEGUSARAI,11807,Teghra,Pipra Dodraj,Mata Rani,22-Feb-18,14
BEGUSARAI,11808,Teghra,Pipra Dodraj,Shani,23-Feb-18,14
BEGUSARAI,11809,Teghra,Pipra Dodraj,Rupali210220,21-Feb-18,14
BEGUSARAI,11810,Teghra,Amjadpur,Ganesh,18-Sep-18,15
BEGUSARAI,11811,Teghra,Amjadpur,Kashi,13-Oct-18,13
BEGUSARAI,11812,Teghra,Amjadpur,Vrindavan121,12-Oct-18,11
BEGUSARAI,11813,Teghra,Amjadpur,Vaishnavi1809,18-Sep-18,12
BEGUSARAI,11814,Teghra,Amjadpur,Ganga121020,12-Oct-18,12
BEGUSARAI,11815,Teghra,Amjadpur,Rachna17092,17-Sep-18,12
BEGUSARAI,11816,Teghra,Amjadpur,Radha271120,27-Nov-18,12
BEGUSARAI,11817,Teghra,Amjadpur,Savitri280920,28-Sep-18,12
BEGUSARAI,11818,Teghra,Amjadpur,Ambika19092,19-Sep-18,12
BEGUSARAI,11819,Teghra,Amjadpur,Shiv26092018,26-Sep-18,12
BEGUSARAI,11820,Teghra,Amjadpur,Parwati18092,18-Sep-18,15
BEGUSARAI,11821,Teghra,Amjadpur,Om17092018,17-Sep-18,16
BEGUSARAI,11822,Teghra,Amjadpur,Ram20092018,20-Sep-18,15
BEGUSARAI,11823,Teghra,Amjadpur,Shiv,16-Sep-18,15
BEGUSARAI,11824,Teghra,Amjadpur,Gauri1909201,19-Sep-18,15
BEGUSARAI,11825,Teghra,Amjadpur,Anjani220920,22-Sep-18,14
BEGUSARAI,11826,Teghra,Amjadpur,Kajal2309201,23-Sep-18,13
BEGUSARAI,11827,Teghra,Amjadpur,Shanti191120,19-Nov-18,13
BEGUSARAI,11828,Teghra,Amjadpur,Suraj1809201,18-Sep-18,14
BEGUSARAI,11829,Teghra,Amjadpur,Raushani0410,04-Oct-18,14
BEGUSARAI,11830,Teghra,Amjadpur,Sharda250920,25-Sep-18,14
BEGUSARAI,11831,Teghra,Amjadpur,Narishakti,05-Aug-18,12
BEGUSARAI,11832,Teghra,Amjadpur,Khushi101020,10-Oct-18,13
BEGUSARAI,11833,Teghra,Amjadpur,Husain260920,26-Sep-18,14
BEGUSARAI,11834,Teghra,Amjadpur,Payal1310201,13-Oct-18,15
BEGUSARAI,11835,Teghra,Amjadpur,Hasan260920,26-Sep-18,15
BEGUSARAI,11836,Teghra,Amjadpur,Durga170920,17-Sep-18,15
BEGUSARAI,11837,Teghra,Amjadpur,Kela25092018,25-Sep-18,12
BEGUSARAI,11838,Teghra,Amjadpur,Sarswati,20-Sep-18,13
BEGUSARAI,11839,Teghra,Amjadpur,Laxmi190920,19-Sep-18,15
BEGUSARAI,11840,Teghra,Amjadpur,Heera,23-Sep-18,12
BEGUSARAI,11841,Teghra,Amjadpur,Neha1709201,17-Sep-18,13
BEGUSARAI,11842,Teghra,Amjadpur,Vishnu180920,18-Sep-18,14
BEGUSARAI,11843,Teghra,Amjadpur,Gau Mata,21-Sep-18,12
BEGUSARAI,11844,Teghra,Amjadpur,Champa16092,16-Sep-18,15
BEGUSARAI,11845,Teghra,Amjadpur,Tulsi2009201,20-Sep-18,12
BEGUSARAI,11846,Teghra,Amjadpur,Azad SHG,19-Sep-18,15
BEGUSARAI,11847,Teghra,Amjadpur,Komal220920,22-Sep-18,13
BEGUSARAI,11848,Teghra,Amjadpur,Radhika28092,28-Sep-18,12
BEGUSARAI,11849,Teghra,Amjadpur,Laxmi,08-Oct-18,13
BEGUSARAI,11850,Teghra,Amjadpur,Indra0610201,06-Oct-18,15
BEGUSARAI,11851,Teghra,Amjadpur,Ujala0910201,09-Oct-18,15
BEGUSARAI,11852,Teghra,Amjadpur,Bhawani27092,27-Sep-18,15
BEGUSARAI,11853,Teghra,Amjadpur,Ganpati,12-Oct-18,15
BEGUSARAI,11854,Teghra,Amjadpur,Saral2112201,21-Dec-18,14
BEGUSARAI,11855,Teghra,Amjadpur,Bhole,10-Dec-18,11
BEGUSARAI,11856,Teghra,Amjadpur,Stakshi11102,11-Oct-18,10
BEGUSARAI,11857,Teghra,Amjadpur,Reshmi26092,26-Sep-18,12
BEGUSARAI,11858,Teghra,Amjadpur,Santoshi2709,27-Sep-18,10
BEGUSARAI,11859,Teghra,Pipra Dodraj,Gungun,22-Feb-18,10
BEGUSARAI,11860,Teghra,Pipra Dodraj,Champa22022,22-Feb-18,14
BEGUSARAI,11861,Teghra,Pipra Dodraj,Ganesh23022,23-Feb-18,14
BEGUSARAI,11862,Teghra,Amjadpur,Alla27122018,27-Dec-18,12
BEGUSARAI,11863,Teghra,Amjadpur,Nirmal240920,24-Sep-18,13
BEGUSARAI,11864,Teghra,Amjadpur,Moti28092018,28-Sep-18,12
BEGUSARAI,11865,Teghra,Amjadpur,Ganga240920,24-Sep-18,13
BEGUSARAI,11866,Teghra,Amjadpur,Kausaliya2909,29-Sep-18,12
BEGUSARAI,11867,Teghra,Amjadpur,Chandika,27-Sep-18,15
BEGUSARAI,11868,Teghra,Amjadpur,Alli 22092018,22-Sep-18,11
BEGUSARAI,11869,Teghra,Alapur,Niyati,05-Jan-19,12
BEGUSARAI,11870,Teghra,Alapur,Khushi,27-Dec-18,12
BEGUSARAI,11871,Teghra,Alapur,Raghupati,27-Dec-18,12
BEGUSARAI,11872,Teghra,Alapur,Sangam,11-Dec-18,12
BEGUSARAI,11873,Teghra,Alapur,Gauri,04-Dec-18,12
BEGUSARAI,11874,Teghra,Alapur,Sonam,04-Dec-18,12
BEGUSARAI,11875,Teghra,Alapur,Santoshi,04-Dec-18,12
BEGUSARAI,11876,Teghra,Alapur,Indu,21-Dec-18,11
BEGUSARAI,11877,Teghra,Dhankaul,Lalkila,29-Dec-18,11
BEGUSARAI,11878,Teghra,Dhankaul,Mumtaj29122,29-Dec-18,12
BEGUSARAI,11879,Teghra,Dhankaul,Tajmahal,28-Dec-18,12
BEGUSARAI,11880,Teghra,Dhankaul,Intaj,09-Jan-19,12
BEGUSARAI,11881,Teghra,Dhankaul,Tara,08-Jan-19,13
BEGUSARAI,11882,Teghra,Dhankaul,Sahjha,03-Jan-19,13
BEGUSARAI,11883,Teghra,Dhankaul,Najni,28-Dec-18,12
BEGUSARAI,11884,Teghra,Dhankaul,Sharda,04-Jan-19,11
BEGUSARAI,11885,Teghra,Dhankaul,Saulamber,09-Jan-19,12
BEGUSARAI,11886,Teghra,Alapur,Shrwan17122,17-Dec-18,12
BEGUSARAI,11887,Teghra,Alapur,Mata,12-Dec-18,12
BEGUSARAI,11888,Teghra,Alapur,Mala,09-Jan-19,12
BEGUSARAI,11889,Teghra,Alapur,Tulsi,29-Dec-18,13
BEGUSARAI,11890,Teghra,Alapur,Rani,15-Dec-18,12
BEGUSARAI,11891,Teghra,Alapur,Umah,21-Dec-18,14
BEGUSARAI,11892,Teghra,Alapur,Sati17122018,17-Dec-18,11
BEGUSARAI,11893,Teghra,Alapur,Shivani17122,17-Dec-18,10
BEGUSARAI,11894,Teghra,Alapur,Nidhi1412201,14-Dec-18,11
BEGUSARAI,11895,Teghra,Alapur,Ganesh07122,07-Dec-18,12
BEGUSARAI,11896,Teghra,Alapur,Gurukul,07-Dec-18,12
BEGUSARAI,11897,Teghra,Alapur,Krishna06122,06-Dec-18,12
BEGUSARAI,11898,Teghra,Alapur,Radhe061220,06-Dec-18,12
BEGUSARAI,11899,Teghra,Alapur,Chandani0512,05-Dec-18,12
BEGUSARAI,11900,Teghra,Alapur,Sumitra08012,08-Jan-19,13
BEGUSARAI,11901,Teghra,Alapur,Anjali0901201,09-Jan-19,12
BEGUSARAI,11902,Teghra,Alapur,Brispati07012,07-Jan-19,12
BEGUSARAI,11903,Teghra,Alapur,Sweta0401201,04-Jan-19,12
BEGUSARAI,11904,Teghra,Alapur,Choti1001201,10-Jan-19,12
BEGUSARAI,11905,Teghra,Alapur,Barma080120,08-Jan-19,12
BEGUSARAI,11906,Teghra,Alapur,Sadhna12012,12-Jan-19,12
BEGUSARAI,11907,Teghra,Alapur,Saswati29112,29-Nov-18,12
BEGUSARAI,11908,Teghra,Alapur,Laxmi281120,28-Nov-18,12
BEGUSARAI,11909,Teghra,Alapur,Nagmani3011,30-Nov-18,12
BEGUSARAI,11910,Teghra,Alapur,Parwati28112,28-Nov-18,12
BEGUSARAI,11911,Teghra,Alapur,Mahadev2911,29-Nov-18,12
BEGUSARAI,11912,Teghra,Alapur,Janki0112201,01-Dec-18,12
BEGUSARAI,11913,Teghra,Alapur,Kali01122018,01-Dec-18,12
BEGUSARAI,11914,Teghra,Alapur,Durga301120,30-Nov-18,12
BEGUSARAI,11915,Teghra,Alapur,Jamuna30112,30-Nov-18,12
BEGUSARAI,11916,Teghra,Alapur,Ganga301120,30-Nov-18,12
BEGUSARAI,11917,Teghra,Pakthaul,Rakhi0801201,08-Jan-19,12
BEGUSARAI,11918,Teghra,Chilhai,Rushi,16-Dec-18,14
BEGUSARAI,11919,Teghra,Chilhai,Shanti,13-Dec-18,12
BEGUSARAI,11920,Teghra,Chilhai,Doli,12-Dec-18,14
BEGUSARAI,11921,Teghra,Chilhai,Puja,03-Dec-18,14
BEGUSARAI,11922,Teghra,Chilhai,Varsha,03-Dec-18,14
BEGUSARAI,11923,Teghra,Chilhai,Jay mata Di,14-Dec-18,14
BEGUSARAI,11924,Teghra,Chilhai,Ram,11-Dec-18,13
BEGUSARAI,11925,Teghra,Chilhai,Madhuri,05-Dec-18,14
BEGUSARAI,11926,Teghra,Chilhai,Sakshi,22-Dec-18,14
BEGUSARAI,11927,Teghra,Chilhai,Suraj,10-Dec-18,10
BEGUSARAI,11928,Teghra,Chilhai,Raushani,17-Dec-18,10
BEGUSARAI,11929,Teghra,Chilhai,Aanand,15-Dec-18,14
BEGUSARAI,11930,Teghra,Chilhai,Khushboo,14-Dec-18,11
BEGUSARAI,11931,Teghra,Chilhai,Soni,12-Dec-18,10
BEGUSARAI,11932,Teghra,Chilhai,Komal,24-Dec-18,10
BEGUSARAI,11933,Teghra,Chilhai,Akber,13-Dec-18,13
BEGUSARAI,11934,Teghra,Chilhai,Pushpam,09-Dec-18,13
BEGUSARAI,11935,Teghra,Chilhai,Nisha,23-Dec-18,10
BEGUSARAI,11936,Teghra,Chilhai,Sapna,03-Jan-19,12
BEGUSARAI,11937,Teghra,Chilhai,Badal,12-Dec-18,14
BEGUSARAI,11938,Teghra,Chilhai,Anjali,27-Dec-18,12
BEGUSARAI,11939,Teghra,Chilhai,Champa,22-Dec-18,13
BEGUSARAI,11940,Teghra,Chilhai,Chand,09-Dec-18,11
BEGUSARAI,11941,Teghra,Chilhai,Simpi,21-Dec-18,12
BEGUSARAI,11942,Teghra,Chilhai,Lakshmi,29-Nov-18,12
BEGUSARAI,11943,Teghra,Chilhai,Shiv,01-Dec-18,13
BEGUSARAI,11944,Teghra,Chilhai,Krishn,18-Dec-18,14
BEGUSARAI,11945,Teghra,Chilhai,Guru,21-Dec-18,14
BEGUSARAI,11946,Teghra,Chilhai,Tiranga,20-Dec-18,14
BEGUSARAI,11947,Teghra,Chilhai,Khushi,15-Dec-18,14
BEGUSARAI,11948,Teghra,Chilhai,Gauri,19-Dec-18,12
BEGUSARAI,11949,Teghra,Chilhai,Aanchal,19-Dec-18,14
BEGUSARAI,11950,Teghra,Chilhai,Jhuna,25-Dec-18,14
BEGUSARAI,11951,Teghra,Chilhai,Chandani,21-Dec-18,14
BEGUSARAI,11952,Teghra,Chilhai,Nidhi,12-Dec-18,12
BEGUSARAI,11953,Teghra,Chilhai,Gandhi,11-Dec-18,14
BEGUSARAI,11954,Teghra,Chilhai,Veena SHG,03-Dec-18,12
BEGUSARAI,11955,Teghra,Chilhai,Ujala,21-Dec-18,14
BEGUSARAI,11956,Teghra,Chilhai,Anshu,13-Dec-18,14
BEGUSARAI,11957,Teghra,Chilhai,Babli,01-Dec-18,13
BEGUSARAI,11958,Teghra,Chilhai,Preeti0512201,05-Dec-18,15
BEGUSARAI,11959,Teghra,Chilhai,Mahavir30112,30-Nov-18,13
BEGUSARAI,11960,Teghra,Chilhai,Priyanka,08-Dec-18,14
BEGUSARAI,11961,Teghra,Chilhai,Kartik,17-Dec-18,14
BEGUSARAI,11962,Teghra,Kirtaul,Rani,05-Mar-19,14
BEGUSARAI,11963,Teghra,Chilhai,Brahman,03-Dec-18,13
BEGUSARAI,11964,Teghra,Chilhai,Sarswati,21-Dec-18,13
BEGUSARAI,11965,Teghra,Chilhai,Durga,07-Dec-18,14
BEGUSARAI,11966,Teghra,Chilhai,Bhagwati,20-Dec-18,13
BEGUSARAI,11967,Teghra,Chilhai,Ganga,21-Dec-18,13
BEGUSARAI,11968,Teghra,Chilhai,Kajal,19-Dec-18,14
BEGUSARAI,11969,Teghra,Chilhai,Koyal,10-Dec-18,14
BEGUSARAI,11970,Teghra,Chilhai,Swati,19-Dec-18,13
BEGUSARAI,11971,Teghra,Chilhai,Suman,18-Dec-18,14
BEGUSARAI,11972,Teghra,Chilhai,Sobha,17-Dec-18,13
BEGUSARAI,11973,Teghra,Chilhai,Vandana,16-Dec-18,12
BEGUSARAI,11974,Teghra,Chilhai,Gulab,06-Dec-18,15
BEGUSARAI,11975,Teghra,Chilhai,Rita,06-Dec-18,13
BEGUSARAI,11976,Teghra,Chilhai,Janki,29-Nov-18,12
BEGUSARAI,11977,Teghra,Chilhai,Vishkarma,28-Nov-18,12
BEGUSARAI,11978,Teghra,Chilhai,Muskan,18-Dec-18,14
BEGUSARAI,11979,Teghra,Chilhai,Ful,30-Nov-18,12
BEGUSARAI,11980,Teghra,Chilhai,Chahat,10-Dec-18,14
BEGUSARAI,11981,Teghra,Chilhai,Sathi,12-Dec-18,14
BEGUSARAI,11982,Teghra,Chilhai,Anushka,28-Nov-18,13
BEGUSARAI,11983,Teghra,Chilhai,Santoshi,12-Dec-18,14
BEGUSARAI,11984,Teghra,Bariarpur,Aashtha,28-Nov-18,13
BEGUSARAI,11985,Teghra,Bariarpur,Mahima,03-Mar-18,13
BEGUSARAI,11986,Teghra,Bariarpur,Nilam0509201,05-Sep-18,10
BEGUSARAI,11987,Teghra,Bariarpur,Mannu101120,10-Nov-18,11
BEGUSARAI,11988,Teghra,Parsotimpur,Salma,16-Feb-18,17
BEGUSARAI,11989,Teghra,Parsotimpur,Sonam,18-Jun-18,18
BEGUSARAI,11990,Teghra,Binalpur,Aashtha,23-Dec-16,11
BEGUSARAI,11991,Teghra,Nipania,Shakti,23-Dec-16,12
BEGUSARAI,11992,Teghra,Pipra Dodraj,Nil,08-Mar-18,12
BEGUSARAI,11993,Teghra,Nonpur,Heena,20-Mar-18,14
BEGUSARAI,11994,Teghra,Nonpur,Sagar,07-Mar-18,14
BEGUSARAI,11995,Teghra,Nonpur,Dev,02-Mar-19,12
BEGUSARAI,11996,Teghra,Nonpur,Serawali,07-Mar-19,10
BEGUSARAI,11997,Teghra,Nonpur,Varsha,26-Mar-18,10
BEGUSARAI,11998,Teghra,Nipania,Ichcha,16-Mar-18,13
BEGUSARAI,11999,Teghra,Phulwaria,Raushan,23-Feb-18,12
BEGUSARAI,12000,Teghra,Phulwaria,Kamal,11-Aug-15,10
BEGUSARAI,12001,Teghra,Pakthaul,Anmol,22-Feb-18,10
BEGUSARAI,12002,Teghra,Phulwaria,Ganesh,18-Aug-18,15
BEGUSARAI,12003,Teghra,Nonpur,Tota,27-Feb-18,12
BEGUSARAI,12004,Teghra,Nonpur,Mor,27-Feb-18,12
BEGUSARAI,12005,Teghra,Kadir Chak,Mahima,29-May-19,15
BEGUSARAI,12006,Teghra,Goura,Aasha,02-Jun-16,12
BEGUSARAI,12007,Teghra,Pipra Dodraj,Anmol,12-Mar-18,11
BEGUSARAI,12008,Teghra,Parsotimpur,Asif,16-Feb-18,13
BEGUSARAI,12009,Teghra,Parsotimpur,Kausik,16-Dec-17,14
BEGUSARAI,12010,Teghra,Parsotimpur,Arman,16-Feb-18,13
BEGUSARAI,12011,Teghra,Nonpur,Chandan0307,03-Jul-19,13
BEGUSARAI,12012,Teghra,Pakthaul,Nirmal Baba,23-Mar-19,12
BEGUSARAI,12013,Teghra,Amjadpur,Sita 01022019,01-Feb-19,11
BEGUSARAI,12014,Teghra,Pakthaul,Nayasi,25-May-19,13
BEGUSARAI,12015,Teghra,Kadir Chak,Badal,21-Aug-19,17
BEGUSARAI,12016,Teghra,Kadir Chak,Aarti,02-Jun-18,16
BEGUSARAI,12017,Teghra,Kadir Chak,Ful03122018,03-Dec-18,14
BEGUSARAI,12018,Teghra,Kadir Chak,Chand060720,06-Jul-18,15
BEGUSARAI,12019,Teghra,Kadir Chak,Ganga080420,09-Apr-19,12
BEGUSARAI,12020,Teghra,Kadir Chak,Sangam13032,13-Mar-19,20
BEGUSARAI,12021,Teghra,Kadir Chak,Ram,02-Jan-19,17
BEGUSARAI,12022,Teghra,Kadir Chak,Jamuna11042,11-Apr-19,16
BEGUSARAI,12023,Teghra,Shasistabad,Radha091020,09-Oct-18,13
BEGUSARAI,12024,Teghra,Bariarpur,jeevan,08-Mar-18,12
BEGUSARAI,12025,Teghra,Pakthaul,Shree Lakshmi,12-Mar-18,10
BEGUSARAI,12026,Teghra,Ratgaon,Aashtha,25-Aug-17,12
BEGUSARAI,12027,Teghra,Shasistabad,Mahadev,10-Feb-19,14
BEGUSARAI,12028,Teghra,Phulwaria,Sawan080720,08-Jul-18,10
BEGUSARAI,12029,Teghra,Kirtaul,Chanda07012,07-Jan-19,12
BEGUSARAI,12030,Teghra,Chilhai,Tulsi0403201,04-Mar-19,12
BEGUSARAI,12031,Teghra,Shasistabad,Sapna050220,05-Feb-19,12
BEGUSARAI,12032,Teghra,Shasistabad,Tannu050220,05-Feb-19,12
BEGUSARAI,12033,Teghra,Alapur,Gayatri080120,08-Jan-17,15
BEGUSARAI,12034,Teghra,Amjadpur,India0604201,06-Apr-19,12
BEGUSARAI,12035,Teghra,Amjadpur,Jay mata,22-Apr-19,15
BEGUSARAI,12036,Teghra,Nipania,Sonam080620,08-Jun-18,12
BEGUSARAI,12037,Teghra,Paigambarp,Neha0701201,07-Jan-19,13
BEGUSARAI,12038,Teghra,Amjadpur,Abhinandan25,25-Apr-19,11
BEGUSARAI,12039,Teghra,Amjadpur,Maa,05-Mar-19,11
BEGUSARAI,12040,Teghra,Amjadpur,Bajrangwali16,16-May-19,10
BEGUSARAI,12041,Teghra,Kadir Chak,kli04042018,04-Apr-18,13
BEGUSARAI,12042,Teghra,Nipania,Ruhi16012019,16-Jan-19,11
BEGUSARAI,12043,Teghra,Pipra Dodraj,Aakansha0301,03-Jan-19,13
BEGUSARAI,12044,Teghra,Madhurapur,Komal161020,16-Dec-18,11
BEGUSARAI,12045,Teghra,Kadir Chak,Kiran1309201,13-Sep-19,15
BEGUSARAI,12046,Teghra,Chilhai,Ansh,05-Dec-19,14
BEGUSARAI,12047,Teghra,Chilhai,Ratan3011201,30-Nov-19,13
BEGUSARAI,12048,Teghra,Chilhai,Bharat071220,07-Dec-19,15
BEGUSARAI,12049,Teghra,Chilhai,Chavi2412201,24-Dec-19,15
BEGUSARAI,12050,Teghra,Chilhai,Man24112019,24-Nov-19,12
BEGUSARAI,12051,Teghra,Chilhai,Mani2311201,23-Nov-19,13
BEGUSARAI,12052,Teghra,Chilhai,Darpan19112,19-Nov-19,12
BEGUSARAI,12053,Teghra,Chilhai,Aashtha05122,05-Dec-19,15
BEGUSARAI,12054,Teghra,Alapur,Bhola2111201,21-Nov-19,12
BEGUSARAI,12055,Teghra,Alapur,Puja22112019,22-Nov-19,15
BEGUSARAI,12056,Teghra,Alapur,Gayatri241220,24-Dec-19,10
BEGUSARAI,12057,Teghra,Alapur,Jinat2911201,29-Nov-19,14
BEGUSARAI,12058,Teghra,Alapur,Soni28112019,28-Nov-19,14
BEGUSARAI,12059,Teghra,Alapur,Indrajeet1212,12-Dec-19,12
BEGUSARAI,12060,Teghra,Alapur,Shanidev1901,19-Jan-19,10
BEGUSARAI,12061,Teghra,Alapur,Radha,23-Nov-19,15
BEGUSARAI,12062,Teghra,Alapur,Ravina301120,30-Nov-19,11
BEGUSARAI,12063,Teghra,Alapur,Bhawani25112,25-Nov-19,15
BEGUSARAI,12064,Teghra,Alapur,Unnati241120,24-Nov-19,12
BEGUSARAI,12065,Teghra,Alapur,Puja20112019,20-Nov-19,15
BEGUSARAI,12066,Teghra,Dhankaul,Najni2712201,27-Dec-19,12
BEGUSARAI,12067,Teghra,Dhankaul,Ujala,19-Nov-19,11
BEGUSARAI,12068,Teghra,Pipra Dodraj,Rajrani230220,23-Feb-18,12
BEGUSARAI,12069,Teghra,Pipra Dodraj,Ravina260220,26-Feb-18,11
BEGUSARAI,12070,Teghra,Pipra Dodraj,Choti2602201,26-Feb-18,12
BEGUSARAI,12071,Teghra,Alapur,Pratigya01122,01-Dec-19,13
BEGUSARAI,12072,Teghra,Madhurapur,Ankush,06-Sep-19,11
BEGUSARAI,12073,Teghra,Madhurapur,Bhagrathi1612,16-Dec-18,11
BEGUSARAI,12074,Teghra,Phulwaria,Anisha230720,23-Jul-18,14
BEGUSARAI,12075,Teghra,Shasistabad,Purnima05/06,05-Jun-19,11
BEGUSARAI,12076,Teghra,Shasistabad,Aaradhya,05-Sep-19,11
BEGUSARAI,12077,Teghra,Phulwaria,Sabana161120,16-Nov-17,15
BEGUSARAI,12078,Teghra,Pipra Dodraj,Aarti rani,07-Mar-18,14
BEGUSARAI,12079,Teghra,Goura,Krishna16112,16-Nov-17,12
BEGUSARAI,12080,Teghra,Phulwaria,Siddh0601201,06-Jan-18,15
BEGUSARAI,12081,Teghra,Phulwaria,Anu04102019,06-Oct-19,12
BEGUSARAI,12082,Teghra,Phulwaria,Khushi250320,25-Mar-19,15
BEGUSARAI,12083,Teghra,Phulwaria,Nayan230620,23-Jun-18,13
BEGUSARAI,12084,Teghra,Kadir Chak,Riya26052016,26-May-16,13
BEGUSARAI,12085,Teghra,Kirtaul,RANI1906202,19-Jun-20,12
BEGUSARAI,12086,Teghra,Parsotimpur,SANIYA20062,20-Jun-20,13
BEGUSARAI,12087,Teghra,Paigambarp,CHOTI,20-Jun-20,15
BEGUSARAI,12088,Teghra,Parsotimpur,BARISH,20-Jun-20,15
BEGUSARAI,12089,Teghra,Parsotimpur,KAVI,16-Jun-20,10
BEGUSARAI,12090,Teghra,Parsotimpur,KAVERI,16-Jun-20,12
BEGUSARAI,12091,Teghra,Dhankaul,DIPALI,21-Jun-20,11
BEGUSARAI,12092,Teghra,Phulwaria,KAWERI,16-Jun-20,15
BEGUSARAI,12093,Teghra,Phulwaria,KALPANA1606,16-Jun-20,13
BEGUSARAI,12094,Teghra,Phulwaria,KANAK,16-Jun-20,12
BEGUSARAI,12095,Teghra,Phulwaria,GOPI,16-Jun-20,12
BEGUSARAI,12096,Teghra,Phulwaria,AMAR160620,16-Jun-20,15
BEGUSARAI,12097,Teghra,Phulwaria,KARIM180620,18-Jun-20,11
BEGUSARAI,12098,Teghra,Phulwaria,RADHIKA,16-Jun-20,15
BEGUSARAI,12099,Teghra,Phulwaria,GUNJA,16-Jun-20,15
BEGUSARAI,12100,Teghra,Phulwaria,SUHANI,16-Jun-20,11
BEGUSARAI,12101,Teghra,Phulwaria,JANVI,16-Jun-20,14
BEGUSARAI,12102,Teghra,Chilhai,HANUMAN160,16-Jun-20,14
BEGUSARAI,12103,Teghra,Chilhai,SURUCHI1206,12-Jun-20,13
BEGUSARAI,12104,Teghra,Pipra Dodraj,SANSKAR0906,09-Jun-20,15
BEGUSARAI,12105,Teghra,Pipra Dodraj,Waqt,02-Feb-20,13
BEGUSARAI,12106,Teghra,Nonpur,MOTI,07-Jun-20,13
BEGUSARAI,12107,Teghra,Nonpur,RAUNAK2006,20-Jun-20,13
BEGUSARAI,12108,Teghra,Nonpur,KUMKUM0706,07-Jun-20,11
BEGUSARAI,12109,Teghra,Pipra Dodraj,SAPNA,16-Jun-20,15
BEGUSARAI,12110,Teghra,Kirtaul,AMRITA,16-Jun-20,11
BEGUSARAI,12111,Teghra,Kirtaul,NAMITA,22-Jun-20,12
BEGUSARAI,12112,Teghra,Kirtaul,RUPA,16-Jun-20,12
BEGUSARAI,12113,Teghra,Kirtaul,AMAN160620,16-Jun-20,12
BEGUSARAI,12114,Teghra,Kirtaul,MAN,16-Jun-20,10
BEGUSARAI,12115,Teghra,Kirtaul,RUNA,14-Jun-20,15
BEGUSARAI,12116,Teghra,Kirtaul,JAL 16062020,16-Jun-20,10
BEGUSARAI,12117,Teghra,Amjadpur,JAY MAA,19-Jun-20,12
BEGUSARAI,12118,Teghra,Amjadpur,GULAB SHG,16-Jun-20,11
BEGUSARAI,12119,Teghra,Amjadpur,RADHA RANI,19-Jun-20,11
BEGUSARAI,12120,Teghra,Amjadpur,GAYTRI SHG,16-Jun-20,10
BEGUSARAI,12121,Teghra,Amjadpur,NARI SAMMAN,16-Jun-20,13
BEGUSARAI,12122,Teghra,Amjadpur,HAM SATH-,17-Jun-20,14
BEGUSARAI,12123,Teghra,Amjadpur,BANDHAN,16-Jun-20,13
BEGUSARAI,12124,Teghra,Amjadpur,DEEPAK,18-Jun-20,10
BEGUSARAI,12125,Teghra,Amjadpur,KARTIK SHG,16-Jun-20,15
BEGUSARAI,12126,Teghra,Madhurapur,KALASH,17-Jun-20,11
BEGUSARAI,12127,Teghra,Madhurapur,ISHA JEEVIKA,20-Jun-20,12
BEGUSARAI,12128,Teghra,Madhurapur,SANIYA,20-Jun-20,12
