District Name,Serial No:,BLOCK NAME,VILLAGE NAME,SHG NAME,FORMATION DATE,TOTAL COUNT MEMBER
BEGUSARAI,8553,Bachhwara,Maranchi-B,Ohm Shanti,25-Jan-13,10
BEGUSARAI,8554,Bachhwara,Maranchi-B,Shanti,24-Jan-13,10
BEGUSARAI,8555,Bachhwara,Rani-B,Sandhya,01-Jan-19,10
BEGUSARAI,8556,Bachhwara,Rani-B,Janaki,28-Jun-14,11
BEGUSARAI,8557,Bachhwara,Rani-B,Surya,01-Mar-15,10
BEGUSARAI,8558,Bachhwara,Godhna,Jay Mata di,08-Oct-14,11
BEGUSARAI,8559,Bachhwara,Godhna,Kalika,30-Dec-14,10
BEGUSARAI,8560,Bachhwara,Godhna,Ganga,05-Jan-13,11
BEGUSARAI,8561,Bachhwara,Godhna,Priya,10-Jan-13,11
BEGUSARAI,8562,Bachhwara,Godhna,Jwala,29-Dec-12,11
BEGUSARAI,8563,Bachhwara,Godhna,Krishna,30-Dec-14,10
BEGUSARAI,8564,Bachhwara,Godhna,Raksha,05-Jan-15,11
BEGUSARAI,8565,Bachhwara,Godhna,Suruchi,10-Jan-13,12
BEGUSARAI,8566,Bachhwara,Godhna,Suhana,19-Feb-14,10
BEGUSARAI,8567,Bachhwara,Godhna,Bharati 05 01,05-Jan-13,12
BEGUSARAI,8568,Bachhwara,Godhna,Vaishno,08-Jun-15,10
BEGUSARAI,8569,Bachhwara,Godhna,Ganapati,03-Mar-14,10
BEGUSARAI,8570,Bachhwara,Godhna,Mahasagar,10-Jan-15,10
BEGUSARAI,8571,Bachhwara,Godhna,Sitara,06-Sep-14,10
BEGUSARAI,8572,Bachhwara,Godhna,Sonam,04-Aug-14,11
BEGUSARAI,8573,Bachhwara,Godhna,Khushabu,03-Jan-15,11
BEGUSARAI,8574,Bachhwara,Godhna,Hema,07-Jan-13,10
BEGUSARAI,8575,Bachhwara,Godhna,Ma Durga 03,03-Oct-14,13
BEGUSARAI,8576,Bachhwara,Godhna,Puja290914,29-Sep-14,12
BEGUSARAI,8577,Bachhwara,Godhna,VaiShanavi 22,22-Oct-14,13
BEGUSARAI,8578,Bachhwara,Godhna,Mahagauri,10-Oct-14,11
BEGUSARAI,8579,Bachhwara,Chamtha,Vina,03-Jan-13,14
BEGUSARAI,8580,Bachhwara,Chamtha,Sarswati,24-Dec-12,11
BEGUSARAI,8581,Bachhwara,Chamtha,Durga,24-Dec-12,12
BEGUSARAI,8582,Bachhwara,Chamtha,Haradev,03-Jan-13,12
BEGUSARAI,8583,Bachhwara,Chamtha,Amar,02-Jan-13,12
BEGUSARAI,8584,Bachhwara,Chamtha,Kailsiya,03-Jan-13,14
BEGUSARAI,8585,Bachhwara,Chamtha,Rajkumari,04-Jan-13,13
BEGUSARAI,8586,Bachhwara,Chamtha,Navita,03-Jan-13,12
BEGUSARAI,8587,Bachhwara,Chamtha,Aasha,05-Jan-13,12
BEGUSARAI,8588,Bachhwara,Chamtha,Sarita,03-Jan-13,10
BEGUSARAI,8589,Bachhwara,Chamtha,Sita,04-Jan-13,13
BEGUSARAI,8590,Bachhwara,Chamtha,Shiv,02-Jan-13,13
BEGUSARAI,8591,Bachhwara,Chamtha,Sarada,05-Jan-13,13
BEGUSARAI,8592,Bachhwara,Chamtha,Nunuvati,03-Jan-13,10
BEGUSARAI,8593,Bachhwara,Chamtha,Rani,21-Mar-18,13
BEGUSARAI,8594,Bachhwara,Chamtha,Lakshmi13,02-Jan-13,12
BEGUSARAI,8595,Bachhwara,Chamtha,Ranjan,06-Jan-13,11
BEGUSARAI,8596,Bachhwara,Chamtha,Yamuna,16-Feb-13,11
BEGUSARAI,8597,Bachhwara,Chamtha,Rina,16-Feb-13,10
BEGUSARAI,8598,Bachhwara,Chamtha,Minata,04-Nov-13,15
BEGUSARAI,8599,Bachhwara,Chamtha,Sangita17,16-Oct-17,10
BEGUSARAI,8600,Bachhwara,Chamtha,Kushma,25-Dec-13,10
BEGUSARAI,8601,Bachhwara,Chamtha,Sharmila,08-Aug-14,14
BEGUSARAI,8602,Bachhwara,Chamtha,Guriya,08-Aug-14,11
BEGUSARAI,8603,Bachhwara,Chamtha,Mamata,17-Aug-13,12
BEGUSARAI,8604,Bachhwara,Chamtha,Ambedakar20,08-Aug-14,11
BEGUSARAI,8605,Bachhwara,Chamtha,Shila 08 08,08-Aug-13,15
BEGUSARAI,8606,Bachhwara,Rudauli,Shiwani,07-Feb-13,10
BEGUSARAI,8607,Bachhwara,Rudauli,Kajal,20-Feb-13,13
BEGUSARAI,8608,Bachhwara,Rudauli,Durga,28-Feb-13,10
BEGUSARAI,8609,Bachhwara,Rudauli,Aarati,23-Nov-14,10
BEGUSARAI,8610,Bachhwara,Rudauli,Sarswati,15-Nov-14,10
BEGUSARAI,8611,Bachhwara,Rudauli,Farjana,26-Feb-13,12
BEGUSARAI,8612,Bachhwara,Rudauli,Saheb,22-Apr-13,12
BEGUSARAI,8613,Bachhwara,Rudauli,Laxmi,15-Nov-14,10
BEGUSARAI,8614,Bachhwara,Rudauli,wani,07-Feb-13,11
BEGUSARAI,8615,Bachhwara,Rudauli,Kali,28-Feb-13,10
BEGUSARAI,8616,Bachhwara,Rudauli,Kabir,05-Feb-13,11
BEGUSARAI,8617,Bachhwara,Rudauli,Khushi,17-Nov-14,12
BEGUSARAI,8618,Bachhwara,Rudauli,Rahamani,21-Jan-13,10
BEGUSARAI,8619,Bachhwara,Rudauli,Allah,03-Jan-13,10
BEGUSARAI,8620,Bachhwara,Rudauli,Anamol,14-Nov-14,11
BEGUSARAI,8621,Bachhwara,Rudauli,Santoshi,15-Sep-17,15
BEGUSARAI,8622,Bachhwara,Rudauli,Anita,01-Aug-13,12
BEGUSARAI,8623,Bachhwara,Rudauli,Ramjan,22-Jan-13,10
BEGUSARAI,8624,Bachhwara,Rudauli,Akabar,27-Jan-13,10
BEGUSARAI,8625,Bachhwara,Rudauli,isalam,22-Jan-13,10
BEGUSARAI,8626,Bachhwara,Rudauli,Jasim,23-Jan-13,11
BEGUSARAI,8627,Bachhwara,Rudauli,Radha,08-Jan-15,13
BEGUSARAI,8628,Bachhwara,Rani-B,Prabha,01-Dec-14,11
BEGUSARAI,8629,Bachhwara,Rani-B,Pallawi,01-Dec-14,12
BEGUSARAI,8630,Bachhwara,Rani-B,Priya,27-Jun-14,10
BEGUSARAI,8631,Bachhwara,Rani-B,Aanchal,12-Jun-14,10
BEGUSARAI,8632,Bachhwara,Rani-B,Suhana,22-Jun-14,11
BEGUSARAI,8633,Bachhwara,Rani-B,Rakhi,28-Jun-14,10
BEGUSARAI,8634,Bachhwara,Rani-B,Anchal 2,03-Oct-14,10
BEGUSARAI,8635,Bachhwara,Rani-B,Santoshi,10-Dec-14,11
BEGUSARAI,8636,Bachhwara,Rani-B,Durga,10-Dec-14,10
BEGUSARAI,8637,Bachhwara,Rani-B,Sital,10-Dec-14,10
BEGUSARAI,8638,Bachhwara,Rani-B,Kalika,16-Jun-14,11
BEGUSARAI,8639,Bachhwara,Rani-B,Bhagawati,24-Jun-14,10
BEGUSARAI,8640,Bachhwara,Rani-B,Sarswati,28-Jun-14,10
BEGUSARAI,8641,Bachhwara,Rani-B,Radhe,27-Jun-14,10
BEGUSARAI,8642,Bachhwara,Rani-B,sharda,06-Jul-14,12
BEGUSARAI,8643,Bachhwara,Rani-B,Neha,25-Nov-14,11
BEGUSARAI,8644,Bachhwara,Chamtha,Dharmshila,15-Aug-14,12
BEGUSARAI,8645,Bachhwara,Samsipur,Arti14,28-Dec-14,14
BEGUSARAI,8646,Bachhwara,Rani-B,Gayatri,27-Jun-14,12
BEGUSARAI,8647,Bachhwara,Rajapur,Bhawani,07-Jul-14,16
BEGUSARAI,8648,Bachhwara,Rajapur,Usha,23-Dec-12,14
BEGUSARAI,8649,Bachhwara,Rajapur,Ahilya,31-Dec-12,11
BEGUSARAI,8650,Bachhwara,Rajapur,Urmila,07-Jun-14,15
BEGUSARAI,8651,Bachhwara,Rajapur,Bulbul,01-Jul-14,11
BEGUSARAI,8652,Bachhwara,Rajapur,Mina,09-Jul-14,15
BEGUSARAI,8653,Bachhwara,Rajapur,Gangotri,08-Sep-14,12
BEGUSARAI,8654,Bachhwara,Rajapur,Jay Baba,18-Sep-14,15
BEGUSARAI,8655,Bachhwara,Rajapur,Parwati,06-Nov-14,12
BEGUSARAI,8656,Bachhwara,Temuhan,Bhawani 09 09,09-Sep-14,12
BEGUSARAI,8657,Bachhwara,Rajapur,Sita 08 12,08-Dec-14,11
BEGUSARAI,8658,Bachhwara,Rajapur,Tajmahal,06-Feb-13,13
BEGUSARAI,8659,Bachhwara,Rajapur,Sudha,25-Dec-12,10
BEGUSARAI,8660,Bachhwara,Rajapur,Kiran,12-Aug-14,15
BEGUSARAI,8661,Bachhwara,Rajapur,Aasha,28-Nov-14,10
BEGUSARAI,8662,Bachhwara,Rajapur,Shiv 20 09,20-Sep-14,13
BEGUSARAI,8663,Bachhwara,Rajapur,Phul,20-Sep-14,15
BEGUSARAI,8664,Bachhwara,Chamtha,Pragati,20-Mar-18,13
BEGUSARAI,8665,Bachhwara,Rajapur,Durga 21 08,21-Aug-14,13
BEGUSARAI,8666,Bachhwara,Rajapur,Vishnu,09-Sep-14,10
BEGUSARAI,8667,Bachhwara,Gobindpur,Ganesh,25-Nov-14,12
BEGUSARAI,8668,Bachhwara,Rajapur,Shankar,14-Apr-14,15
BEGUSARAI,8669,Bachhwara,Rajapur,Lakshmi Rani,21-Jan-15,16
BEGUSARAI,8670,Bachhwara,Rajapur,Munni,31-Dec-12,12
BEGUSARAI,8671,Bachhwara,Rajapur,Lalita,14-Jun-14,13
BEGUSARAI,8672,Bachhwara,Temuhan,Lalita 11 07,11-Jul-14,12
BEGUSARAI,8673,Bachhwara,Rajapur,Ramdulari,24-Dec-12,12
BEGUSARAI,8674,Bachhwara,Rajapur,Suman,24-Dec-12,11
BEGUSARAI,8675,Bachhwara,Temuhan,Kamal,05-Feb-13,10
BEGUSARAI,8676,Bachhwara,Jhamatia-A,Gulab,25-Dec-12,12
BEGUSARAI,8677,Bachhwara,Jhamatia-A,Phul,24-Dec-12,14
BEGUSARAI,8678,Bachhwara,Jhamatia-A,Kamal,25-Dec-12,11
BEGUSARAI,8679,Bachhwara,Jhamatia-A,Sarswati,10-Apr-14,13
BEGUSARAI,8680,Bachhwara,Jhamatia-A,Chameli,25-Dec-12,10
BEGUSARAI,8681,Bachhwara,Jhamatia-A,Ma Durga,17-Nov-14,14
BEGUSARAI,8682,Bachhwara,Jhamatia-A,Ganga,25-Dec-12,13
BEGUSARAI,8683,Bachhwara,Jhamatia-A,Champa,25-Dec-12,10
BEGUSARAI,8684,Bachhwara,Jhamatia-A,Shanti,24-Dec-12,12
BEGUSARAI,8685,Bachhwara,Jhamatia-A,Priya,27-Sep-14,10
BEGUSARAI,8686,Bachhwara,Jhamatia-A,Vivek,23-Sep-14,11
BEGUSARAI,8687,Bachhwara,Jhamatia-A,Raushani,26-Sep-14,11
BEGUSARAI,8688,Bachhwara,Jhamatia-A,Aashirwad,18-Sep-14,10
BEGUSARAI,8689,Bachhwara,Jhamatia-A,Sonam,22-Sep-14,10
BEGUSARAI,8690,Bachhwara,Jhamatia-A,Gandhi,11-Dec-14,10
BEGUSARAI,8691,Bachhwara,Jhamatia-A,Khushi,24-Jul-14,15
BEGUSARAI,8692,Bachhwara,Jhamatia-A,Satguru,02-Dec-14,11
BEGUSARAI,8693,Bachhwara,Kadrabad,Najarana,03-Jan-15,10
BEGUSARAI,8694,Bachhwara,Kadrabad,Gita07012015,07-Jan-15,14
BEGUSARAI,8695,Bachhwara,Kadrabad,Aanchal,05-Jan-15,10
BEGUSARAI,8696,Bachhwara,Kadrabad,Sarswati,05-Jan-15,10
BEGUSARAI,8697,Bachhwara,Kadrabad,Mala,07-Jan-15,10
BEGUSARAI,8698,Bachhwara,Kadrabad,Jinat,20-Jul-13,12
BEGUSARAI,8699,Bachhwara,Kadrabad,Puja,05-Jan-15,10
BEGUSARAI,8700,Bachhwara,Kadrabad,Bajarangbali,27-Jul-16,12
BEGUSARAI,8701,Bachhwara,Kadrabad,Rajiya,21-Jul-13,11
BEGUSARAI,8702,Bachhwara,Kadrabad,Sahajadi,20-Jul-13,10
BEGUSARAI,8703,Bachhwara,Kadrabad,Afasana,21-Jul-13,10
BEGUSARAI,8704,Bachhwara,Kadrabad,Ganga,12-Jan-15,13
BEGUSARAI,8705,Bachhwara,Kadrabad,Kamal,28-Nov-14,10
BEGUSARAI,8706,Bachhwara,Kadrabad,Jamuna,22-Dec-14,12
BEGUSARAI,8707,Bachhwara,Kadrabad,Gaytri,28-Nov-14,12
BEGUSARAI,8708,Bachhwara,Kadrabad,Lakshmi,29-Dec-14,11
BEGUSARAI,8709,Bachhwara,Kadrabad,Kalika,05-Dec-14,12
BEGUSARAI,8710,Bachhwara,Kadrabad,Durga,29-Dec-14,14
BEGUSARAI,8711,Bachhwara,Kadrabad,Punam,04-Mar-14,12
BEGUSARAI,8712,Bachhwara,Kadrabad,Aabha,02-Mar-13,13
BEGUSARAI,8713,Bachhwara,Kadrabad,Juli,05-Mar-13,10
BEGUSARAI,8714,Bachhwara,Kadrabad,Basanti,25-Aug-16,12
BEGUSARAI,8715,Bachhwara,Kadrabad,Chandani,03-Jul-18,10
BEGUSARAI,8716,Bachhwara,Kadrabad,Gita,04-Jan-13,11
BEGUSARAI,8717,Bachhwara,Kadrabad,Sarswati 07 01,07-Jan-13,10
BEGUSARAI,8718,Bachhwara,Hadipur-C,Lakshmi,02-Jan-13,11
BEGUSARAI,8719,Bachhwara,Hadipur-C,Sakshi,02-Jan-13,11
BEGUSARAI,8720,Bachhwara,Hadipur-C,Aarati,04-Jan-13,10
BEGUSARAI,8721,Bachhwara,Hadipur-C,Kali,23-Jul-13,11
BEGUSARAI,8722,Bachhwara,Hadipur-C,Anjali,07-Feb-13,10
BEGUSARAI,8723,Bachhwara,Hadipur-C,Shyama,06-Jan-13,10
BEGUSARAI,8724,Bachhwara,Hadipur-C,Mamata,07-Feb-13,10
BEGUSARAI,8725,Bachhwara,Hadipur-C,Champa,03-Jan-13,10
BEGUSARAI,8726,Bachhwara,Hadipur-C,Chameli,09-Jan-13,10
BEGUSARAI,8727,Bachhwara,Chamtha,Lalita13,21-May-13,12
BEGUSARAI,8728,Bachhwara,Chamtha,Mina,19-May-15,12
BEGUSARAI,8729,Bachhwara,Chamtha,Mira,01-May-15,14
BEGUSARAI,8730,Bachhwara,Chamtha,Amrita,22-Apr-15,11
BEGUSARAI,8731,Bachhwara,Chamtha,Savita,03-Mar-15,13
BEGUSARAI,8732,Bachhwara,Chamtha,Sudha,20-Apr-15,12
BEGUSARAI,8733,Bachhwara,Chamtha,Chanda,20-Apr-15,14
BEGUSARAI,8734,Bachhwara,Chamtha,Vikash,25-Apr-15,13
BEGUSARAI,8735,Bachhwara,Chamtha,Prakash,25-Apr-15,13
BEGUSARAI,8736,Bachhwara,Suro,Kamal,08-Nov-14,12
BEGUSARAI,8737,Bachhwara,Suro,Shivshankar,16-Apr-14,12
BEGUSARAI,8738,Bachhwara,Gobindpur,Chameli,11-Aug-14,12
BEGUSARAI,8739,Bachhwara,Gobindpur,Ganesh,12-Sep-14,11
BEGUSARAI,8740,Bachhwara,Gobindpur,Ganga,22-Apr-14,13
BEGUSARAI,8741,Bachhwara,Suro,Ramkrishn,20-Mar-14,10
BEGUSARAI,8742,Bachhwara,Suro,Sarswati,20-Mar-14,11
BEGUSARAI,8743,Bachhwara,Suro,Om Shanti,26-Mar-14,10
BEGUSARAI,8744,Bachhwara,Suro,Krishn,21-Aug-14,10
BEGUSARAI,8745,Bachhwara,Suro,Janaki,10-Nov-14,14
BEGUSARAI,8746,Bachhwara,Suro,Ganga 18 11,18-Nov-14,13
BEGUSARAI,8747,Bachhwara,Arwa,Doli,19-Jan-13,11
BEGUSARAI,8748,Bachhwara,Suro,Rakhi,06-Aug-15,13
BEGUSARAI,8749,Bachhwara,Suro,Shivganga,13-Jul-15,12
BEGUSARAI,8750,Bachhwara,Suro,Nisha,02-Mar-15,10
BEGUSARAI,8751,Bachhwara,Gobindpur,Maa,04-Jul-15,12
BEGUSARAI,8752,Bachhwara,Gobindpur,Ma Bhagawati,04-Jun-15,11
BEGUSARAI,8753,Bachhwara,Gobindpur,Ma Maharani,21-Mar-15,10
BEGUSARAI,8754,Bachhwara,Bachhwara,Ganpati,01-Mar-19,10
BEGUSARAI,8755,Bachhwara,Gobindpur,Ma Maharani,21-Mar-15,10
BEGUSARAI,8756,Bachhwara,Gobindpur,Sarswati 20,20-May-15,10
BEGUSARAI,8757,Bachhwara,Gobindpur,Jamuna,07-May-15,12
BEGUSARAI,8758,Bachhwara,Gobindpur,Ma Kali,11-May-15,10
BEGUSARAI,8759,Bachhwara,Maranchi-B,Radha,20-Apr-15,10
BEGUSARAI,8760,Bachhwara,Maranchi-B,Om 08 02,08-Feb-15,10
BEGUSARAI,8761,Bachhwara,Chamtha,Sunita,13-Feb-15,11
BEGUSARAI,8762,Bachhwara,Chamtha,Shobha,17-Apr-15,11
BEGUSARAI,8763,Bachhwara,Chamtha,Usha,04-Jan-15,15
BEGUSARAI,8764,Bachhwara,Chamtha,Aasha,05-Jan-15,12
BEGUSARAI,8765,Bachhwara,Chamtha,Shanti15,17-Apr-15,11
BEGUSARAI,8766,Bachhwara,Chamtha,Lakshmi 02 03,02-Mar-15,12
BEGUSARAI,8767,Bachhwara,Chamtha,Pinki,10-Feb-15,15
BEGUSARAI,8768,Bachhwara,Chamtha,Manju,10-Feb-15,10
BEGUSARAI,8769,Bachhwara,Chamtha,Mira,11-Feb-15,15
BEGUSARAI,8770,Bachhwara,Chamtha,Kanchan,11-Feb-15,13
BEGUSARAI,8771,Bachhwara,Chamtha,Shri Ram,19-Aug-14,14
BEGUSARAI,8772,Bachhwara,Chamtha,Shri Krishn,17-Sep-14,14
BEGUSARAI,8773,Bachhwara,Chamtha,Shri Ravidas,04-Aug-14,15
BEGUSARAI,8774,Bachhwara,Rani-A,Ranju,20-Feb-15,11
BEGUSARAI,8775,Bachhwara,Chamtha,Shila,07-Jan-15,12
BEGUSARAI,8776,Bachhwara,Rani-A,Rita 17 02,17-Feb-15,10
BEGUSARAI,8777,Bachhwara,Rani-A,Ganga,17-Feb-15,10
BEGUSARAI,8778,Bachhwara,Chamtha,Rina,20-Feb-15,14
BEGUSARAI,8779,Bachhwara,Chamtha,Anjali 04 07,04-Jul-14,11
BEGUSARAI,8780,Bachhwara,Hadipur-C,Milan,23-Aug-15,12
BEGUSARAI,8781,Bachhwara,Hadipur-C,Puja,26-Aug-15,11
BEGUSARAI,8782,Bachhwara,Hadipur-C,Gulab,13-Sep-15,12
BEGUSARAI,8783,Bachhwara,Hadipur-C,Ram,15-Aug-15,13
BEGUSARAI,8784,Bachhwara,Hadipur-C,Neha,18-Aug-15,10
BEGUSARAI,8785,Bachhwara,Hadipur-C,Bikash,18-Aug-15,12
BEGUSARAI,8786,Bachhwara,Hadipur-C,Durga,23-Jul-13,13
BEGUSARAI,8787,Bachhwara,Hadipur-C,Kamali,27-Jul-15,10
BEGUSARAI,8788,Bachhwara,Hadipur-C,Jay Ma,28-Aug-15,12
BEGUSARAI,8789,Bachhwara,Hadipur-C,Kamal,23-Jul-15,12
BEGUSARAI,8790,Bachhwara,Kadrabad,Muskan15,11-Aug-15,11
BEGUSARAI,8791,Bachhwara,Kadrabad,Tajamahal,17-Aug-15,11
BEGUSARAI,8792,Bachhwara,Kadrabad,Shiv,18-Aug-15,12
BEGUSARAI,8793,Bachhwara,Kadrabad,Makka,17-Aug-15,11
BEGUSARAI,8794,Bachhwara,Kadrabad,Radha,13-Aug-15,10
BEGUSARAI,8795,Bachhwara,Kadrabad,Madina,15-Aug-15,11
BEGUSARAI,8796,Bachhwara,Kadrabad,Durga 15,15-Aug-15,11
BEGUSARAI,8797,Bachhwara,Kadrabad,Aasana,20-Aug-15,12
BEGUSARAI,8798,Bachhwara,Chamtha,Badal,08-Sep-15,12
BEGUSARAI,8799,Bachhwara,Kadrabad,Mahadevi,11-Aug-15,14
BEGUSARAI,8800,Bachhwara,Kadrabad,Vishnu,10-Sep-15,13
BEGUSARAI,8801,Bachhwara,Kadrabad,Krishna,11-Aug-15,10
BEGUSARAI,8802,Bachhwara,Kadrabad,Genda,22-Aug-15,10
BEGUSARAI,8803,Bachhwara,Kadrabad,Ganesh,13-Aug-15,11
BEGUSARAI,8804,Bachhwara,Kadrabad,Hasina,28-Aug-15,12
BEGUSARAI,8805,Bachhwara,Kadrabad,Kali,31-Aug-15,13
BEGUSARAI,8806,Bachhwara,Kadrabad,Renu190519,19-May-19,10
BEGUSARAI,8807,Bachhwara,Kadrabad,Sanskar,05-Sep-15,10
BEGUSARAI,8808,Bachhwara,Kadrabad,Ganga 14 08,14-Aug-15,12
BEGUSARAI,8809,Bachhwara,Rudauli,Rani,07-Aug-15,12
BEGUSARAI,8810,Bachhwara,Rudauli,Git,07-Aug-15,11
BEGUSARAI,8811,Bachhwara,Rudauli,khushabu,12-Aug-15,11
BEGUSARAI,8812,Bachhwara,Nawada,Sarswati,11-Aug-15,11
BEGUSARAI,8813,Bachhwara,Nawada,Bhagawati,10-Aug-15,12
BEGUSARAI,8814,Bachhwara,Nawada,Aadhar,13-Aug-15,14
BEGUSARAI,8815,Bachhwara,Nawada,Radheshyam,12-Aug-15,14
BEGUSARAI,8816,Bachhwara,Nawada,Ganga,10-Aug-15,10
BEGUSARAI,8817,Bachhwara,Nawada,Gayatri,09-Aug-15,11
BEGUSARAI,8818,Bachhwara,Nawada,Sanskar,09-Aug-15,11
BEGUSARAI,8819,Bachhwara,Nawada,Puja,09-Aug-15,11
BEGUSARAI,8820,Bachhwara,Nawada,Shivam,23-Aug-15,11
BEGUSARAI,8821,Bachhwara,Nawada,Bajarangabali,25-Aug-15,10
BEGUSARAI,8822,Bachhwara,Nawada,Bhagy,06-Aug-15,11
BEGUSARAI,8823,Bachhwara,Nawada,Gauri Shankar,12-Aug-15,11
BEGUSARAI,8824,Bachhwara,Nawada,Anamol,27-Aug-15,10
BEGUSARAI,8825,Bachhwara,Nawada,Aanchal,22-Aug-15,11
BEGUSARAI,8826,Bachhwara,Godhna,Lakshmi 11 09,11-Sep-15,10
BEGUSARAI,8827,Bachhwara,Godhna,Ganga Triweni,12-Sep-15,10
BEGUSARAI,8828,Bachhwara,Godhna,Rekha 01 08,01-Aug-15,10
BEGUSARAI,8829,Bachhwara,Godhna,Krishan 18 08,18-Aug-15,10
BEGUSARAI,8830,Bachhwara,Godhna,Suraj,19-Aug-15,11
BEGUSARAI,8831,Bachhwara,Godhna,Shivshakti,21-Aug-15,12
BEGUSARAI,8832,Bachhwara,Godhna,Ganesh 2015,07-Sep-15,12
BEGUSARAI,8833,Bachhwara,Godhna,Jay Jay Ma,06-Sep-15,10
BEGUSARAI,8834,Bachhwara,Godhna,Kranti,07-Sep-15,10
BEGUSARAI,8835,Bachhwara,Godhna,Durga,06-Sep-15,10
BEGUSARAI,8836,Bachhwara,Godhna,Kalyani,09-Sep-15,10
BEGUSARAI,8837,Bachhwara,Godhna,Santoshi Mata,16-Aug-15,12
BEGUSARAI,8838,Bachhwara,Gobindpur,Ohm,01-Oct-22,10
BEGUSARAI,8839,Bachhwara,Godhna,Jagadamba 05,05-Sep-15,10
BEGUSARAI,8840,Bachhwara,Godhna,Vishwakarma,14-Aug-15,13
BEGUSARAI,8841,Bachhwara,Nawada,Vaishnawi,14-Aug-15,10
BEGUSARAI,8842,Bachhwara,Chamtha,Madhuri,02-Jan-15,11
BEGUSARAI,8843,Bachhwara,Chamtha,Mamata,07-Aug-15,12
BEGUSARAI,8844,Bachhwara,Chamtha,Domani,15-Jul-13,12
BEGUSARAI,8845,Bachhwara,Chamtha,Babita 13,08-Jul-13,11
BEGUSARAI,8846,Bachhwara,Chamtha,Budhani,05-Jan-13,12
BEGUSARAI,8847,Bachhwara,Chamtha,Durga 16 07,16-Jul-13,10
BEGUSARAI,8848,Bachhwara,Chamtha,Anju,18-Jan-13,10
BEGUSARAI,8849,Bachhwara,Rani-A,Rekha,07-Jul-14,12
BEGUSARAI,8850,Bachhwara,Rani-A,Punam,22-Jan-13,13
BEGUSARAI,8851,Bachhwara,Chamtha,Sarita 08 01,08-Jan-13,10
BEGUSARAI,8852,Bachhwara,Chamtha,Gautam,10-Nov-13,11
BEGUSARAI,8853,Bachhwara,Chamtha,Ranjan,04-Dec-13,11
BEGUSARAI,8854,Bachhwara,Chamtha,Rangita,01-Jan-14,11
BEGUSARAI,8855,Bachhwara,Chamtha,Mira,10-Nov-13,12
BEGUSARAI,8856,Bachhwara,Chamtha,Lalita,04-Dec-13,11
BEGUSARAI,8857,Bachhwara,Chamtha,NIrmala,12-Jan-13,12
BEGUSARAI,8858,Bachhwara,Chamtha,Sarita,12-Nov-13,11
BEGUSARAI,8859,Bachhwara,Chamtha,Indu,04-Dec-13,11
BEGUSARAI,8860,Bachhwara,Chamtha,Sudama,08-Mar-13,14
BEGUSARAI,8861,Bachhwara,Chamtha,Rubi 04 12,04-Dec-13,14
BEGUSARAI,8862,Bachhwara,Chamtha,Sharmili,08-Jan-13,13
BEGUSARAI,8863,Bachhwara,Chamtha,Vina,07-Dec-13,15
BEGUSARAI,8864,Bachhwara,Chamtha,Ramata,27-Nov-13,10
BEGUSARAI,8865,Bachhwara,Chamtha,Bindu,02-Nov-13,11
BEGUSARAI,8866,Bachhwara,Chamtha,Sharada,09-Dec-13,11
BEGUSARAI,8867,Bachhwara,Chamtha,Nitu,03-Jan-14,10
BEGUSARAI,8868,Bachhwara,Chamtha,Ganga,15-Nov-13,12
BEGUSARAI,8869,Bachhwara,Chamtha,Lakshmi,04-Nov-13,13
BEGUSARAI,8870,Bachhwara,Chamtha,Bhagawati,08-Dec-13,12
BEGUSARAI,8871,Bachhwara,Chamtha,Manju,02-Nov-13,12
BEGUSARAI,8872,Bachhwara,Chamtha,Sarswati 06 12,06-Dec-13,13
BEGUSARAI,8873,Bachhwara,Chamtha,Mina,18-Nov-13,13
BEGUSARAI,8874,Bachhwara,Chamtha,Pramila,15-Nov-14,13
BEGUSARAI,8875,Bachhwara,Arwa,Bhola,14-Apr-14,14
BEGUSARAI,8876,Bachhwara,Arwa,Gannu,04-Sep-15,10
BEGUSARAI,8877,Bachhwara,Bachhwara,Pawan,01-Mar-19,10
BEGUSARAI,8878,Bachhwara,Arwa,Bind Vasani,02-Sep-15,11
BEGUSARAI,8879,Bachhwara,Jahanpur,Hajarat,17-Jan-15,10
BEGUSARAI,8880,Bachhwara,Arwa,Mumtaj,02-Aug-14,11
BEGUSARAI,8881,Bachhwara,Arwa,Sita,19-Jan-13,11
BEGUSARAI,8882,Bachhwara,Bachhwara,Saraswati19,01-Mar-19,10
BEGUSARAI,8883,Bachhwara,Arwa,Sir,17-Aug-15,13
BEGUSARAI,8884,Bachhwara,Salempur,Ankush,14-Aug-15,10
BEGUSARAI,8885,Bachhwara,Arwa,Jal,14-Sep-15,15
BEGUSARAI,8886,Bachhwara,Jahanpur,Hans,30-Aug-15,10
BEGUSARAI,8887,Bachhwara,Jahanpur,Kumkum,19-Aug-15,11
BEGUSARAI,8888,Bachhwara,Jahanpur,Rahim,06-Jun-20,12
BEGUSARAI,8889,Bachhwara,Jahanpur,Sawan,20-Aug-15,12
BEGUSARAI,8890,Bachhwara,Jahanpur,Shubh,11-Aug-15,11
BEGUSARAI,8891,Bachhwara,Jahanpur,Dulhan,16-Aug-15,11
BEGUSARAI,8892,Bachhwara,Jahanpur,love,15-Aug-15,13
BEGUSARAI,8893,Bachhwara,Jahanpur,Mahadev,24-Jun-20,10
