EAN,Price,ASIN,Sales Rank,Net Profit,Net Margin
'0810086901050,108.99,B0B13S8BPB,-,13.84 ,"8,70 %"
'8055528219603,34.99,B07S7YT1M3,-,12.68 ,"18,93 %"
'0768686026737,89.99,B01M4HFYXS,-,46.60 ,"25,11 %"
'8015190272184,116.99,B0B753MVWC,-,12.27 ,"7,14 %"
'4062218155770,49.99,B08L8Q7S31,"#1.020.160, (Fashion)",17.30 ,"18,81 %"
'8054216527051,202.99,B09GGCPBKC,"#3.703.596, (Fashion)",31.05 ,"10,33 %"
'8059175885143,109.99,B09HGT1RLP,-,20.73 ,"12,81 %"
'0841269155465,109.99,B0857VSQNT,-,22.31 ,"12,49 %"
'8055528445521,76.99,B0C69YQXMD,-,13.09 ,"11,55 %"
'0191361283604,354.99,B099YXFN6W,-,206.58 ,"29,94 %"
'8050949610053,51.99,B09NLFNQWB,"#5.635.931, (Fashion)",15.07 ,"17,00 %"
'4050772303638,64.99,B0B2D1QM8K,-,36.44 ,"28,04 %"
'4061636881797,49.99,B09SHTQ2LZ,"#267.326, (Sport & Freizeit)",13.92 ,"15,95 %"
'8050949609439,40.99,B09R25TRR8,-,10.52 ,"14,48 %"
'8717009480901,61.99,B0CD1XS95R,-,32.61 ,"26,65 %"
'5034948139930,55.99,B09168187X,-,19.02 ,"18,34 %"
'0887202332234,126.99,B08TZ5T8N9,"#695.410, (Sport & Freizeit)",22.80 ,"11,40 %"
'0841269162968,51.99,B0943HWNM9,-,40.26 ,"33,83 %"
'5034948138278,103.99,B09168T7D3,-,11.63 ,"7,68 %"
'9006063835758,77.99,B0BHZWDNZS,"#5.282.372, (Fashion)",40.64 ,"25,41 %"
'8717009477598,94.99,B0BBFKLS32,-,56.13 ,"29,82 %"
'8717009477383,94.99,B0C31MDJK8,-,57.42 ,"30,50 %"
'4050772330962,53.99,B0BFD3BQP8,-,30.48 ,"27,89 %"
'8050949733363,259.99,B0BG3NZ8XQ,-,24.64 ,"7,51 %"
'5034948153691,64.99,B08V4WYNQH,"#4.227.869, (Fashion)",18.56 ,"16,95 %"
'8050949715215,119.99,B0B58QP2DW,-,15.95 ,"9,79 %"
'0191972695292,101.99,B0B9HM9J5K,"#950.806, (Sport & Freizeit)",48.82 ,"23,36 %"
'8717009481830,84.99,B0C2J6K6L3,-,50.73 ,"29,94 %"
'0191972415777,21.99,B08GXNXQ33,-,19.61 ,"32,23 %"
'0191972565175,71.99,B095RC4G4T,"#4.667.986, (Fashion)",63.77 ,"36,17 %"
'8055688936235,70.99,B07W6W6FNW,"#1.159.937, (Fashion)",26.73 ,"21,57 %"
'8717009458818,42.99,B0CD278P57,-,21.38 ,"25,24 %"
'8050949473993,118.99,B094V45LP4,"#2.500.684, (Fashion)",13.54 ,"7,87 %"
'9006063823229,112.99,B09PNHWT3T,"#350.118, (Fashion)",41.78 ,"22,01 %"
'4062218420472,76.99,B09X1N6XNP,"#288.514, (Fashion)",11.73 ,"9,63 %"
'8055528196218,65.99,B07Y442NVK,"#4.594.860, (Fashion)",48.07 ,"32,97 %"
'4064625020832,81.99,B09KKN9GNN,"#2.500.218, (Fashion)",14.81 ,"11,39 %"
'5034948138872,44.99,B09169M2PJ,-,10.30 ,"13,75 %"
'8055528374074,95.99,B09P898GNZ,-,11.96 ,"9,06 %"
'8055528438752,73.99,B0C69WCQD1,-,13.00 ,"11,94 %"
'0196178239837,96.99,B0BG5XGWQ5,-,46.00 ,"23,32 %"
'8054216527341,138.99,B09DZRWM9N,"#2.001.543, (Fashion)",94.17 ,"29,65 %"
'4048852694899,94.99,B0BF79F86T,-,35.42 ,"21,87 %"
'8050949396100,52.99,B095LHWRF5,-,23.69 ,"23,70 %"
'0191972551055,94.99,B095QK7PRG,"#4.906.839, (Fashion)",14.69 ,"10,57 %"
'9010583109428,59.99,B0BNK9JMCD,"#951.135, (Sport & Freizeit)",15.73 ,"15,73 %"
'5708486006497,55.99,B07J3RV3TD,"#884.656, (Fashion)",20.65 ,"19,67 %"
'0194626397948,90.99,B08XG4W2RS,-,22.22 ,"14,72 %"
'0888392560841,104.99,B09577M781,-,18.11 ,"11,20 %"
'9010583114712,79.99,B0BNK9MV5M,-,19.63 ,"15,10 %"
'0841269182447,128.99,B09M21ZZY5,-,33.09 ,"15,66 %"
'0194626399690,34.99,B08XG63T4G,-,10.55 ,"16,87 %"
'7325549882218,113.99,B0BFD4NXJQ,-,73.84 ,"29,23 %"
'7325549882201,138.99,B0BFD6LKYH,-,50.98 ,"20,40 %"
'0191972709807,79.99,B09PT37PV1,"#1.028.128, (Auto & Motorrad)",19.95 ,"14,78 %"
'0888392469670,79.99,B08BWWY926,-,39.44 ,"24,35 %"
'8052644778458,96.99,B078G86617,"#190.152, (Auto & Motorrad)",41.84 ,"22,03 %"
'0887202383687,25.99,B09TZZBWCM,-,14.70 ,"24,94 %"
'0768686446238,39.99,B09VCPQ2J7,-,11.44 ,"15,46 %"
'0887202350399,39.99,B0984MMZ73,"#148.131, (Auto & Motorrad)",11.62 ,"16,36 %"
'0768686225499,26.99,B07VGMLXFC,-,16.26 ,"23,57 %"
'0821973372228,83.99,B086H5G64H,-,67.21 ,"32,37 %"
'0821973404363,83.99,B09BHQCM63,-,18.11 ,"12,98 %"
'0847631052585,47.99,B07D4LKBRK,"#229.648, (Sport & Freizeit)",19.60 ,"21,10 %"
'0887202287404,21.99,B0845T72ZB,"#29.656, (Auto & Motorrad)",13.30 ,"25,83 %"
'0841269139892,53.99,B07PQT221K,-,11.33 ,"12,36 %"
'0195699408715,41.99,B0BZS8VJGZ,-,25.74 ,"29,00 %"
'0191234484046,11.99,B07VLC9NJN,-,15.39 ,"36,33 %"
'4065901026227,34.99,B0BGS62PKV,-,17.86 ,"24,58 %"
'0194626466699,14.99,B0B353W5PR,-,10.01 ,"25,26 %"
'8050949723029,65.99,B0B46DPF36,"#1.007.022, (Fashion)",14.57 ,"13,55 %"
'5056286937757,22.99,B0BBNCWHFX,"#1.328.582, (Fashion)",17.60 ,"30,36 %"
'8050949735381,67.99,B0B59J6DV6,"#3.355.589, (Fashion)",19.27 ,"17,52 %"
'5055939945248,27.99,B07S8Y4ZXC,"#1.328.582, (Fashion)",13.40 ,"23,11 %"
'8050949725122,36.99,B09Z1VS1SK,"#1.375.089, (Fashion)",18.97 ,"23,71 %"
'5056286937696,20.99,B0BBNC7LFD,"#869.131, (Fashion)",12.42 ,"25,85 %"
'4065901025053,25.99,B0BHBHPM4S,"#824.046, (Fashion)",14.46 ,"24,30 %"
'4065901026333,35.99,B0BHBRHSRR,"#1.811.349, (Fashion)",18.99 ,"25,15 %"
'8050949226612,35.99,B08GY8B1TP,"#1.375.089, (Fashion)",23.98 ,"26,76 %"
'5034948142343,31.99,B08VHZTDV1,"#638.157, (Fashion)",10.28 ,"17,40 %"
'0191234567992,39.99,B083Z16VSJ,-,50.87 ,"39,15 %"
'0191234658607,42.99,B083Z7NYDS,-,20.76 ,"23,08 %"
'4060485302385,39.99,B09F3S6B8G,"#2.803.366, (Fashion)",16.73 ,"21,35 %"
'8054216577551,92.99,B09Z34XLQW,"#2.994.451, (Fashion)",24.64 ,"15,32 %"
'4064625035805,37.99,B09V762T6J,-,15.24 ,"21,37 %"
'4048852636387,76.99,B09ZHKK2P5,-,16.87 ,"14,55 %"
'4048852634109,59.99,B09ZHKFPSV,"#3.688.172, (Fashion)",14.98 ,"15,78 %"
'8050949733455,114.99,B0BG3JPRX2,-,30.12 ,"15,76 %"
'7048652763488,66.99,B0C4LJ9KZQ,-,16.82 ,"16,02 %"
'4003318884979,82.99,B083QNJTLN,"#301.793, (Baumarkt)",18.14 ,"13,13 %"
'7630102523164,50.99,B09QQXYVHY,"#2.831.307, (Fashion)",54.68 ,"39,34 %"
'5056286908337,91.99,B09G4DK99P,"#962.545, (Fashion)",46.45 ,"27,37 %"
'7325549940352,22.99,B0848TS724,"#1.275.451, (Fashion)",30.33 ,"37,26 %"
'8057099229166,99.99,B09S33DHYB,-,14.99 ,"9,68 %"
