Searched Term,Searched Location,Name,Title,Location,Profile URL,Company Name,Company Website
creative director,New York,Anna Marie Paleocrassas,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81842263-anna-marie-paleocrassas,FCB Health,
creative director,New York,Hans Dorsinville,Executive VP and Senior Creative Director,"New York, United States",https://www.adforum.com/talent/81785274-hans-dorsinville,,
creative director,New York,Ruth Bellotti,Freelance Creative Director/ Art Director,"New York, United States",https://www.adforum.com/talent/81770749-ruth-bellotti,BBDO New York,
creative director,New York,John Garland,Creative Director of Broadcast and Development,"New York, United States",https://www.adforum.com/talent/64776-john-garland,,
creative director,New York,Jane Hope,"EVP, Design Executive Creative Director","New York, United States",https://www.adforum.com/talent/68997008-jane-hope,,
creative director,New York,Megan Sheehan,Creative Director,"New York, United States",https://www.adforum.com/talent/69821-megan-sheehan,VML,http://www.wundermanthompson.com/
creative director,New York,Damian Claassens,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/81845623-damian-claassens,,
creative director,New York,Amanda Brencys,Creative Director,"New York, United States",https://www.adforum.com/talent/81839523-amanda-brencys,DDB Chicago,
creative director,New York,Greg Gerstner,Creative Director,"New York, United States",https://www.adforum.com/talent/81837983-greg-gerstner,BBDO New York,
creative director,New York,Jessica Zalaznick,"Associate Creative Director, Copy","New York, United States",https://www.adforum.com/talent/81841246-jessica-zalaznick,dentsuMB,
creative director,New York,Kathryn Kvas,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81840990-kathryn-kvas,Spotify In-House,
creative director,New York,Brianna Lohr,Associate Creative Director Design,"New York, United States",https://www.adforum.com/talent/81839525-brianna-lohr,Omelet,
creative director,New York,Eric Houseknecht,Creative Director,"New York, United States",https://www.adforum.com/talent/81829485-eric-houseknecht,Seiden Group,
creative director,New York,Laureano Grisotto León,Creative Director,"New York, United States",https://www.adforum.com/talent/82261282-laureano-grisotto-leon,,
creative director,New York,Kerry Kennan,Creative Director,"New York, United States",https://www.adforum.com/talent/56827-kerry-kennan,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,Robert Reiser,Creative Director,"New York, United States",https://www.adforum.com/talent/62057-robert-reiser,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,Natalie Chambers,Associate Creative Director - Art Director,"New York, United States",https://www.adforum.com/talent/81784643-natalie-chambers,"Gotham, Inc.",
creative director,New York,Masa Kawamura,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/81840058-masa-kawamura,Party NY,
creative director,New York,Rob Feakins,Creative Director and Content Consultant,"New York, United States",https://www.adforum.com/talent/1491-rob-feakins,Publicis Kaplan Thaler,
creative director,New York,Ariel Redmond,Associate Creative Director / Art Director,"New York, United States",https://www.adforum.com/talent/81810562-ariel-redmond,Grey New York,
creative director,New York,Todd Godwin,Creative Director,"New York, United States",https://www.adforum.com/talent/53176-todd-godwin,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,Monte Mathews,Creative Director,"New York, United States",https://www.adforum.com/talent/53309-monte-mathews,"Gotham, Inc.",
creative director,New York,Jacques Borris,Creative Director,"New York, United States",https://www.adforum.com/talent/53215-jacques-borris,McCann Worldgroup,
creative director,New York,Tom Hackett,Creative Director,"New York, United States",https://www.adforum.com/talent/53208-tom-hackett,McCann Worldgroup,
creative director,New York,David Marino,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81838875-david-marino,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,Dan Brill,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81838421-dan-brill,Spotify In-House,
creative director,New York,Lynda Raihofer,"Vice President, Associate Creative Director","New York, United States",https://www.adforum.com/talent/13020-lynda-raihofer,The CooperGroup Ltd,
creative director,New York,Dan Young,Creative Director,"New York, United States",https://www.adforum.com/talent/81837584-dan-young,SAWHORSE INTERACTIVE,
creative director,New York,Celso Borges,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81837428-celso-borges,Wunderman,
creative director,New York,Bruce Jacobson,Creative Director,"New York, United States",https://www.adforum.com/talent/41713499-bruce-jacobson,VML,
creative director,New York,Kate Mahan,VP Creative Director,"New York, United States",https://www.adforum.com/talent/82329263-kate-mahan,,
creative director,New York,Kate Lummus,Creative Director,"New York, United States",https://www.adforum.com/talent/81767717-kate-lummus,VML,
creative director,New York,Matt Connor,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/81837687-matt-connor,Wunderman,
creative director,New York,Marc Rubin,Sr.  VP and Associate Creative Director,"New York, United States",https://www.adforum.com/talent/218-marc-rubin,,
creative director,New York,Clyde Davis,"President, Treasurer, Executive Creative Director","New York, United States",https://www.adforum.com/talent/1569-clyde-davis,,
creative director,New York,CHRIS DOOLEY,"Creative Director, Brand New School","New York, United States",https://www.adforum.com/talent/81815004-chris-dooley,Havas New York,http://nyc.havas.com/havas-new-york/
creative director,New York,Shelby Craig,"Partner, Creative Director, Los Angeles","New York, United States",https://www.adforum.com/talent/81817815-shelby-craig,Africa,
creative director,New York,Chamsseddine Abdelhafidh,Creative Director,"New York, United States",https://www.adforum.com/talent/82329162-chamsseddine-abdelhafidh,Memac Ogilvy Tunisia,
creative director,New York,Ezequiel Soules,Creative Director,"New York, United States",https://www.adforum.com/talent/66643-ezequiel-soules,R/GA,
creative director,New York,Tim Kane,Creative Director,"New York, United States",https://www.adforum.com/talent/55090-tim-kane,McCann Worldgroup,
creative director,New York,Gary Ennis,Creative Director,"New York, United States",https://www.adforum.com/talent/22047-gary-ennis,The Bam Connection,
creative director,New York,Juan Carlos Pagan,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/81836641-juan-carlos-pagan,Sunday Afternoon,
creative director,New York,Alex Kaplan,Group Creative Director,"New York, United States",https://www.adforum.com/talent/81836278-alex-kaplan,Anomaly,
creative director,New York,Theo Ferreira,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/52276-theo-ferreira,WUNDERMAN THOMPSON,
creative director,New York,Noah Will,Creative Director,"New York, United States",https://www.adforum.com/talent/41700690-noah-will,Grey New York,
creative director,New York,Linda Haase,Creative Director,"New York, United States",https://www.adforum.com/talent/55139-linda-haase,Manhattan Marketing Ensemble,
creative director,New York,Jesse Packer,Creative Director,"New York, United States",https://www.adforum.com/talent/81791381-jesse-packer,"Neon, An IPG Health Company",
creative director,New York,Marie Ronn,Creative Director,"New York, United States",https://www.adforum.com/talent/81884535-marie-ronn,Spotify In-House,
creative director,New York,David Radler,Creative Director,"New York, United States",https://www.adforum.com/talent/63721-david-radler,"Area 23, An IPG Health Company",
creative director,New York,Leanne Fremar,"SVP, Women’s Executive Creative Director","New York, United States",https://www.adforum.com/talent/81835021-leanne-fremar,Droga5,
creative director,New York,Caprice Yu,"EVP, Global Executive Creative Director","New York, United States",https://www.adforum.com/talent/57868-caprice-yu,McCann New York,
creative director,New York,Martin Lazaro,VFX Creative Director,"New York, United States",https://www.adforum.com/talent/81844261-martin-lazaro,Droga5,
creative director,New York,Michael Pakalik,Creative Director,"New York, United States",https://www.adforum.com/talent/483-michael-pakalik,,
creative director,New York,John Short,Creative Director,"New York, United States",https://www.adforum.com/talent/332-john-short,,
creative director,New York,Chris Kitahara,Creative Director,"New York, United States",https://www.adforum.com/talent/81883323-chris-kitahara,Publicis Sapient,
creative director,New York,Donna Christie,Creative Director,"New York, United States",https://www.adforum.com/talent/21474-donna-christie,Grey New York,
creative director,New York,Colleen Meehan,Creative Director,"New York, United States",https://www.adforum.com/talent/19962-colleen-meehan,Grey New York,
creative director,New York,C.J. Waldman,Creative Director,"New York, United States",https://www.adforum.com/talent/19443-cj-waldman,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,Anthony Marusic,Creative Director,"New York, United States",https://www.adforum.com/talent/63663-anthony-marusic,SA Graphix,
creative director,New York,Mark Arsenal,Creative Director,"New York, United States",https://www.adforum.com/talent/55482-mark-arsenal,Carat,
creative director,New York,Michael Patti,"World Wide Creative Director, Y&R","New York, United States",https://www.adforum.com/talent/13079-michael-patti,BBDO New York,
creative director,New York,Manny Perez,Creative Director,"New York, United States",https://www.adforum.com/talent/22206-manny-perez,Y&R New York,
creative director,New York,Ryan Blank,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/50883-ryan-blank,Ogilvy UK,http://www.ogilvy.co.uk
creative director,New York,Kris Kiger,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/50080-kris-kiger,R/GA,
creative director,New York,Arturo Aranda,Senior Creative Director,"New York, United States",https://www.adforum.com/talent/61633-arturo-aranda,BBDO New York,
creative director,New York,Jon Yasgur,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/60394-jon-yasgur,BBDO New York,
creative director,New York,Nazanin Rafsanjani,Creative Director,"New York, United States",https://www.adforum.com/talent/81878285-nazanin-rafsanjani,,
creative director,New York,Warren Park,Creative Director,"New York, United States",https://www.adforum.com/talent/41703553-warren-park,FCB New York,
creative director,New York,Josh Erickson,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81845391-josh-erickson,Tribal Worldwide,
creative director,New York,Mike McKeever,SVP Creative Director,"New York, United States",https://www.adforum.com/talent/81849829-mike-mckeever,GSW New York,
creative director,New York,Tony Gomes,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/6697522-tony-gomes,Publicis Kaplan Thaler,
creative director,New York,Steven Fogel,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/6694636-steven-fogel,BBDO New York,
creative director,New York,Mike Boulia,Creative Director,"New York, United States",https://www.adforum.com/talent/40780-mike-boulia,BBDO New York,
creative director,New York,Stephen Hersh,Creative Director,"New York, United States",https://www.adforum.com/talent/39978-stephen-hersh,Y&R New York,
creative director,New York,Kash Shree,Creative Director,"New York, United States",https://www.adforum.com/talent/41700294-kash-shree,BBH New York,
creative director,New York,Marcelo Ramirez,Creative Director,"New York, United States",https://www.adforum.com/talent/82210088-marcelo-ramirez,Havas New York,http://nyc.havas.com/havas-new-york/
creative director,New York,Bill Hartsough,Creative Director,"New York, United States",https://www.adforum.com/talent/3159-bill-hartsough,"Bates North America, New York",
creative director,New York,Alex Galkin,Creative Director,"New York, United States",https://www.adforum.com/talent/41704316-alex-galkin,Global Advertising Strategies,
creative director,New York,Marcus Liwag,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/81849689-marcus-liwag,Iris,
creative director,New York,Bob Froelich,Creative Director,"New York, United States",https://www.adforum.com/talent/3154-bob-froelich,"Bates North America, New York",
creative director,New York,Tomas Larsson,Creative Director,"New York, United States",https://www.adforum.com/talent/81859812-tomas-larsson,,
creative director,New York,Alexandra Perpich,Creative Director,"New York, United States",https://www.adforum.com/talent/81853725-alexandra-perpich,Translation,
creative director,New York,John Hobbs,VP Creative Director,"New York, United States",https://www.adforum.com/talent/28386-john-hobbs,Manifest,
creative director,New York,Andrey Fleisher,Creative Director,"New York, United States",https://www.adforum.com/talent/27028-andrey-fleisher,OgilvyInteractive New York,
creative director,New York,Betsy Petropoulos,Creative Director,"New York, United States",https://www.adforum.com/talent/26272-betsy-petropoulos,Y&R New York,
creative director,New York,Maryanne Butler,Creative Director,"New York, United States",https://www.adforum.com/talent/81882633-maryanne-butler,,
creative director,New York,Greg Liburd,Creative Director,"New York, United States",https://www.adforum.com/talent/81793575-greg-liburd,Wunderman,
creative director,New York,Stephen Leps,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/60231-stephen-leps,Saatchi & Saatchi NY,
creative director,New York,Jim McKennan,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/3137-jim-mckennan,"Bates North America, New York",
creative director,New York,Ben  Greengrass,Creative Director,"New York, United States",https://www.adforum.com/talent/81851952-ben-greengrass,Elmwood,
creative director,New York,Michael Long,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/4926-michael-long,Saatchi & Saatchi NY,
creative director,New York,Kirk Mosel,Creative Director,"New York, United States",https://www.adforum.com/talent/41700016-kirk-mosel,Merkley+Partners,
creative director,New York,Michael Spiegel,Creative Director,"New York, United States",https://www.adforum.com/talent/41699543-michael-spiegel,R/GA,
creative director,New York,Tim Noble,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/6697781-tim-noble,Mekanism,http://mekanism.com
creative director,New York,Fred Kovey,"SVP, creative director","New York, United States",https://www.adforum.com/talent/6693361-fred-kovey,BBDO New York,
creative director,New York,Rick Williams,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/6695716-rick-williams,R/GA California,
creative director,New York,Daniel Kim,Creative Director,"New York, United States",https://www.adforum.com/talent/81786449-daniel-kim,McCann New York,
creative director,New York,Jackie Anzaldi,Creative Director,"New York, United States",https://www.adforum.com/talent/81784138-jackie-anzaldi,BBH New York,
creative director,New York,Armando Samuels,Creative Director,"New York, United States",https://www.adforum.com/talent/81783154-armando-samuels,London Alley,
creative director,New York,Barbara Boyle,Creative Director,"New York, United States",https://www.adforum.com/talent/6696799-barbara-boyle,Saatchi & Saatchi NY,
creative director,New York,Richard Wallace,Creative Director,"New York, United States",https://www.adforum.com/talent/43804-richard-wallace,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,David Chontos,Creative Director,"New York, United States",https://www.adforum.com/talent/41699137-david-chontos,BEING,
creative director,New York,Emily Sander,Creative Director,"New York, United States",https://www.adforum.com/talent/6695993-emily-sander,Translation,
creative director,New York,Justin Chen,Creative Director,"New York, United States",https://www.adforum.com/talent/6697413-justin-chen,McCann New York,
creative director,New York,Qian Qian,Creative Director,"New York, United States",https://www.adforum.com/talent/81793309-qian-qian,R/GA,
creative director,New York,Alvin Cruz,Creative Director,"New York, United States",https://www.adforum.com/talent/81792337-alvin-cruz,Madwell,
creative director,New York,AJ Mazza,Creative Director,"New York, United States",https://www.adforum.com/talent/81795639-aj-mazza,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,Grant Mason,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/81770596-grant-mason,BBH USA,
creative director,New York,Stu Mair,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41714661-stu-mair,FCB New York,
creative director,New York,George Ernst,Creative Director,"New York, United States",https://www.adforum.com/talent/41699098-george-ernst,BBDO New York,
creative director,New York,Kevin Mulroy,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41713257-kevin-mulroy,Mischief @ No Fixed Address,
creative director,New York,Colin Kim,Creative Director,"New York, United States",https://www.adforum.com/talent/41701545-colin-kim,BBH New York,
creative director,New York,Tristan Kincaid,Creative Director,"New York, United States",https://www.adforum.com/talent/41701292-tristan-kincaid,R/GA,
creative director,New York,Brandon Pierce,Group Creative Director,"New York, Netherlands",https://www.adforum.com/talent/41700524-brandon-pierce,Droga5,
creative director,New York,Tony DiPietro,Associate Creative Director  Copy,"New York, United States",https://www.adforum.com/talent/41699443-tony-dipietro,,
creative director,New York,Marc Lucas,Creative Director,"New York, United States",https://www.adforum.com/talent/19519-marc-lucas,SS+K,
creative director,New York,Ezra Paulekas,Creative Director,"New York, United States",https://www.adforum.com/talent/81797382-ezra-paulekas,215McCann,
creative director,New York,Peter Klain,Creative Director,"New York, United States",https://www.adforum.com/talent/81789593-peter-klain,BBDO New York,
creative director,New York,Iu Lalueta,Creative Director,"New York, Spain",https://www.adforum.com/talent/81794213-iu-lalueta,The Conquistadors Collective,http://conquistadors.es
creative director,New York,Heidi Hackemer,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41700846-heidi-hackemer,Draftfcb,
creative director,New York,Kathleen Swanson,Creative Director,"New York, United States",https://www.adforum.com/talent/81788797-kathleen-swanson,TBWA\Media Arts Lab,
creative director,New York,Simon Chandler,Creative Director,"New York, United States",https://www.adforum.com/talent/18509-simon-chandler,Merkley+Partners,
creative director,New York,Alan Buchanan,Creative Director,"New York, United States",https://www.adforum.com/talent/41708154-alan-buchanan,Apple,
creative director,New York,Rafael Segri,Creative Director,"New York, United States",https://www.adforum.com/talent/41707815-rafael-segri,Superette (Doordash In-House Studio),
creative director,New York,Joseph Pompeo,Creative Director,"New York, United States",https://www.adforum.com/talent/41706576-joseph-pompeo,Saatchi & Saatchi NY,
creative director,New York,Jon Zast,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41699222-jon-zast,J. Walter Thompson New York,
creative director,New York,Greg Farley,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41699094-greg-farley,Fusion92,
creative director,New York,Jose Suaste,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/41713182-jose-suaste,Adrenalina,
creative director,New York,Giovanni Bianco,Creative Director,"New York, United States",https://www.adforum.com/talent/41708553-giovanni-bianco,Studio 65,
creative director,New York,Rodolfo Hernandez,Creative Director,"New York, United States",https://www.adforum.com/talent/17734-rodolfo-hernandez,Castor Advertising Corporation,
creative director,New York,Mesh Maktal,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/41698685-mesh-maktal,Grey New York,
creative director,New York,Patrick Carella,Creative Director,"New York, United States",https://www.adforum.com/talent/20547-patrick-carella,Moss/Dragoti,
creative director,New York,Andrea Scotting,Creative Director,"New York, United States",https://www.adforum.com/talent/72599-andrea-scotting,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,Ty Montague,Creative Director,"New York, United States",https://www.adforum.com/talent/20530-ty-montague,Wieden + Kennedy,
creative director,New York,Tom Kraemer,Creative Director,"New York, United States",https://www.adforum.com/talent/20484-tom-kraemer,BBDO Atlanta,
creative director,New York,Alessandro Fruscella,Creative Director,"New York, United States",https://www.adforum.com/talent/81790797-alessandro-fruscella,BBDO New York,
creative director,New York,Ed Evangelista,Creative Director,"New York, United States",https://www.adforum.com/talent/47324-ed-evangelista,J. Walter Thompson New York,http://www.jwt.com/newyork
creative director,New York,Jeff Watzman,Creative Director,"New York, United States",https://www.adforum.com/talent/47273-jeff-watzman,J. Walter Thompson New York,http://www.jwt.com/newyork
creative director,New York,Rob Baird,Creative Director,"New York, United States",https://www.adforum.com/talent/47211-rob-baird,Preacher,
creative director,New York,Bill Fletcher,Creative Director,"New York, United States",https://www.adforum.com/talent/26445-bill-fletcher,Luminant Worldwide Corporation,
creative director,New York,Cesar Virina,Creative Director,"New York, United States",https://www.adforum.com/talent/2803-cesar-virina,"Admerasia, Inc.",
creative director,New York,Alex Avsharian,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/41698604-alex-avsharian,Harrison & Star,
creative director,New York,Janet Guillet,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41698262-janet-guillet,DDB New York,
creative director,New York,Mat Bisher,EVP Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41697517-mat-bisher,adam&eveNYC,
creative director,New York,Scott Rodgers,Creative Director/Partner,"New York, United States",https://www.adforum.com/talent/23213-scott-rodgers,BBDO New York,
creative director,New York,Ed Han,Creative Director,"New York, United States",https://www.adforum.com/talent/20162-ed-han,Publicis USA,
creative director,New York,Miles West,Creative Director,"New York, United States",https://www.adforum.com/talent/26344-miles-west,Grey Healthcare Group,
creative director,New York,Lu  Romero,Creative Director,"New York, United States",https://www.adforum.com/talent/81801848-lu-romero,VML,http://www.wundermanthompson.com/
creative director,New York,Eric Glickman,Creative Director,"New York, United States",https://www.adforum.com/talent/39977-eric-glickman,Y&R New York,
creative director,New York,Abi Aron,Creative Director,"New York, United States",https://www.adforum.com/talent/41117-abi-aron,Merkley+Partners,
creative director,New York,Bruce Arandash,Creative Director,"New York, United States",https://www.adforum.com/talent/21868-bruce-arandash,Grey New York,
creative director,New York,Chris Landi,Creative Director,"New York, United States",https://www.adforum.com/talent/21825-chris-landi,Merkley+Partners,
creative director,New York,Mark Waggoner,Creative Director,"New York, United States",https://www.adforum.com/talent/40885-mark-waggoner,Wunderman,
creative director,New York,Bob Cox,Creative Director,"New York, United States",https://www.adforum.com/talent/15377-bob-cox,Barkley,
creative director,New York,David Graham,Group Creative Director,"New York, United States",https://www.adforum.com/talent/20794-david-graham,Deutsch NY,
creative director,New York,Gary Resch,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/21401-gary-resch,FCB New York,
creative director,New York,Tom Darbyshire,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/21040-tom-darbyshire,BBDO New York,
creative director,New York,Mike Folino,Creative Director,"New York, United States",https://www.adforum.com/talent/16849-mike-folino,VML,http://www.wundermanthompson.com/
creative director,New York,Lisa Prisco,Creative Director,"New York, United States",https://www.adforum.com/talent/22013-lisa-prisco,Laird+Partners,
creative director,New York,Mason Hedgecoth,Creative Director,"New York, United States",https://www.adforum.com/talent/81791424-mason-hedgecoth,VML,
creative director,New York,Keith Ross,Creative Director,"New York, United States",https://www.adforum.com/talent/40789-keith-ross,FCB New York,
creative director,New York,Paul Elicker,Creative Director,"New York, United States",https://www.adforum.com/talent/81837614-paul-elicker,BBDO New York,
creative director,New York,Uno Wu,Creative Director,"New York, United States",https://www.adforum.com/talent/81837493-uno-wu,Wunderman,
creative director,New York,Meredith Kinee,Creative Director,"New York, United States",https://www.adforum.com/talent/81840675-meredith-kinee,VML,
creative director,New York,Ronnie Caltabiano,Creative Director,"New York, United States",https://www.adforum.com/talent/81825400-ronnie-caltabiano,"Area 23, An IPG Health Company",
creative director,New York,Katja Haecker,Creative Director,"New York, United States",https://www.adforum.com/talent/82214750-katja-haecker,,
creative director,New York,Dave Skinner,Creative Director,"New York, United States",https://www.adforum.com/talent/81842189-dave-skinner,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,Simona Lo,Creative Director,"New York, United States",https://www.adforum.com/talent/81842122-simona-lo,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,Alyssa Georg,Creative Director,"New York, United States",https://www.adforum.com/talent/81841732-alyssa-georg,72andSunny,
creative director,New York,Andrew Golomb,Executive Creative Director/Founder,"New York, United States",https://www.adforum.com/talent/22360-andrew-golomb,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,George Parker,Group Creative Director,"New York, United States",https://www.adforum.com/talent/21850-george-parker,J. Walter Thompson New York,http://www.jwt.com/newyork
creative director,New York,Paul Kamzelas,Group Creative Director,"New York, United States",https://www.adforum.com/talent/21831-paul-kamzelas,BBH New York,
creative director,New York,Leonardo Arcoverde,VP Creative Director,"New York, United States",https://www.adforum.com/talent/81912745-leonardo-arcoverde,"Area 23, An IPG Health Company",
creative director,New York,Andy Gerchak,Creative Director,"New York, United States",https://www.adforum.com/talent/81825397-andy-gerchak,"Area 23, An IPG Health Company",
creative director,New York,Ben Grube,Creative Director,"New York, United States",https://www.adforum.com/talent/81824565-ben-grube,Fig,
creative director,New York,Julia Neumann,Creative Director,"New York, United States",https://www.adforum.com/talent/81836635-julia-neumann,Deutsch NY,
creative director,New York,Erika Alonso,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/26444-erika-alonso,Luminant Worldwide Corporation,
creative director,New York,Marney Kerr,Creative Director,"New York, United States",https://www.adforum.com/talent/81840683-marney-kerr,BBDO New York,
creative director,New York,Zack Holliday,Creative Director,"New York, United States",https://www.adforum.com/talent/81840126-zack-holliday,McCann Worldgroup,
creative director,New York,Jon Rosen,Creative Director,"New York, United States",https://www.adforum.com/talent/81847090-jon-rosen,DERBY,
creative director,New York,Joshua McGuire,Group Creative Director,"New York, United States",https://www.adforum.com/talent/81878099-joshua-mcguire,,
creative director,New York,Christan Summers,Creative Director,"New York, United States",https://www.adforum.com/talent/81823687-christan-summers,Raison d'Être,
creative director,New York,Jared Rubin,Associate Creative Director,"New York, United States",https://www.adforum.com/talent/41707563-jared-rubin,TBWA\Chiat\Day New York,http://www.tbwachiatdayny.com/
creative director,New York,Tom McManus,Creative Director,"New York, United States",https://www.adforum.com/talent/41712227-tom-mcmanus,Cheil New York,http://us.cheil.com/
creative director,New York,Beth Avellini,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41713654-beth-avellini,Wunderman Thompson,
creative director,New York,Kristine Salm,Creative Director,"New York, United States",https://www.adforum.com/talent/81843106-kristine-salm,McCann New York,
creative director,New York,Steve Lundberg,Associate Creative Director - Copywriter,"New York, United States",https://www.adforum.com/talent/41712442-steve-lundberg,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,Earl Cavanah,Creative Director,"New York, United States",https://www.adforum.com/talent/21140-earl-cavanah,MullenLowe U.S.,http://us.mullenlowe.com/
creative director,New York,Jen Pybus,Creative Director,"New York, United States",https://www.adforum.com/talent/81839514-jen-pybus,,
creative director,New York,Christopher White,Creative Director,"New York, United States",https://www.adforum.com/talent/81838441-christopher-white,Droga5,
creative director,New York,Kent Koran,Creative Director,"New York, United States",https://www.adforum.com/talent/81838299-kent-koran,dentsuMB,
creative director,New York,Dave Roth,Creative Director,"New York, United States",https://www.adforum.com/talent/81846883-dave-roth,Digitas,
creative director,New York,Matt Vescovo,Creative Director,"New York, United States",https://www.adforum.com/talent/81846530-matt-vescovo,BBDO Canada,
creative director,New York,Stuart Jennings,Creative Director,"New York, United States",https://www.adforum.com/talent/81849705-stuart-jennings,Wieden + Kennedy,
creative director,New York,Nick Micale,Creative Director,"New York, United States",https://www.adforum.com/talent/81803064-nick-micale,David&Goliath,http://www.dng.com
creative director,New York,Betsy Decker,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41708612-betsy-decker,BBDO New York,
creative director,New York,Gary Scheiner,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41702835-gary-scheiner,CDM Princeton,
creative director,New York,Richard Kelley,Creative Director,"New York, United States",https://www.adforum.com/talent/397-richard-kelley,,
creative director,New York,Scott Mahoney,Creative Director,"New York, United States",https://www.adforum.com/talent/81778692-scott-mahoney,BBDO New York,
creative director,New York,Jason Goldwatch,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41708667-jason-goldwatch,David&Goliath,http://www.dng.com
creative director,New York,Maria Rapetskaya,Creative Director,"New York, United States",https://www.adforum.com/talent/81827191-maria-rapetskaya,Undefined Creative,
creative director,New York,Cesar Finemori,Creative Director,"New York, United States",https://www.adforum.com/talent/81781948-cesar-finemori,BBDO New York,
creative director,New York,Takae Takahashi,VP Creative Director,"New York, United States",https://www.adforum.com/talent/82262530-takae-takahashi,Havas São Paulo,
creative director,New York,Kristin Moore-Gantz,Creative Director,"New York, United States",https://www.adforum.com/talent/1872-kristin-moore-gantz,atelier-lb,
creative director,New York,Spencer Lavallee,Creative Director,"New York, United States",https://www.adforum.com/talent/81797961-spencer-lavallee,Figliulo & Partners,
creative director,New York,Corel Theuma,Creative Director,"New York, United States",https://www.adforum.com/talent/81795636-corel-theuma,McCann Worldgroup,
creative director,New York,Kim Haxton,Creative Director,"New York, United States",https://www.adforum.com/talent/81782035-kim-haxton,Mythology,
creative director,New York,Aileen Calderon,Creative Director,"New York, United States",https://www.adforum.com/talent/81794152-aileen-calderon,StrawberryFrog,
creative director,New York,Dave Arnold,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41701560-dave-arnold,Pereira O'Dell,
creative director,New York,Karen Abbate,Group Creative Director,"New York, United States",https://www.adforum.com/talent/41701476-karen-abbate,McCann Worldgroup,
creative director,New York,Suthisak Sucharitanonta,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41701394-suthisak-sucharitanonta,BBDO New York,
creative director,New York,Nick Sonderup,Executive Creative Director,"New York, United States",https://www.adforum.com/talent/41701135-nick-sonderup,Pereira O'Dell,
creative director,New York,Karl Ackermann,Creative Director,"New York, United States",https://www.adforum.com/talent/81845047-karl-ackermann,J. Walter Thompson New York,http://www.jwt.com/newyork
creative director,New York,Ryan Snyder,Creative Director,"New York, United States",https://www.adforum.com/talent/81845326-ryan-snyder,Wieden + Kennedy,
creative director,New York,Martin Sanberg,Creative Director,"New York, United States",https://www.adforum.com/talent/81845174-martin-sanberg,Ogilvy Worldwide,http://www.ogilvy.com
creative director,New York,Rory Macrobert,Creative Director,"New York, United States",https://www.adforum.com/talent/81837671-rory-macrobert,Metropolitan Republic,
