SKU,EAN,,,,,,,,,,,,,,,,,,,,,
2608902349,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902354,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900579,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900580,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608902355,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900581,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608902350,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902356,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902351,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900582,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608902357,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902352,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900583,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608902358,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902359,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902360,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902361,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608902365,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900587,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900588,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900589,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900590,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900591,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900592,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900593,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608900594,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608587157,3165140599184,,,,,,,,,,,,,,,,,,,,,
2608587158,3165140599191,,,,,,,,,,,,,,,,,,,,,
2608587159,3165140599207,,,,,,,,,,,,,,,,,,,,,
2608587160,3165140599214,,,,,,,,,,,,,,,,,,,,,
2608587161,3165140599221,,,,,,,,,,,,,,,,,,,,,
2608587162,3165140599238,,,,,,,,,,,,,,,,,,,,,
2608587163,3165140599245,,,,,,,,,,,,,,,,,,,,,
2608587164,3165140599252,,,,,,,,,,,,,,,,,,,,,
2608587165,3165140599269,,,,,,,,,,,,,,,,,,,,,
2608587166,3165140599276,,,,,,,,,,,,,,,,,,,,,
2608587167,3165140599283,,,,,,,,,,,,,,,,,,,,,
2608587168,3165140599290,,,,,,,,,,,,,,,,,,,,,
2608594228,3165140949972,,,,,,,,,,,,,,,,,,,,,
2608594209,3165140949781,,,,,,,,,,,,,,,,,,,,,
2608594218,3165140949873,,,,,,,,,,,,,,,,,,,,,
2608594203,3165140949729,,,,,,,,,,,,,,,,,,,,,
2608594199,3165140949682,,,,,,,,,,,,,,,,,,,,,
2608594239,3165140950084,,,,,,,,,,,,,,,,,,,,,
2608594229,3165140949989,,,,,,,,,,,,,,,,,,,,,
2608594207,3165140949767,,,,,,,,,,,,,,,,,,,,,
2608594301,3165140985291,,,,,,,,,,,,,,,,,,,,,
2608594231,3165140950008,,,,,,,,,,,,,,,,,,,,,
2608594212,3165140949811,,,,,,,,,,,,,,,,,,,,,
2608594215,3165140949842,,,,,,,,,,,,,,,,,,,,,
2608594224,3165140949934,,,,,,,,,,,,,,,,,,,,,
2608594233,3165140950022,,,,,,,,,,,,,,,,,,,,,
2608594245,3165140950145,,,,,,,,,,,,,,,,,,,,,
2608594201,3165140949705,,,,,,,,,,,,,,,,,,,,,
2608594230,3165140949996,,,,,,,,,,,,,,,,,,,,,
2608594222,3165140949910,,,,,,,,,,,,,,,,,,,,,
2608594225,3165140949941,,,,,,,,,,,,,,,,,,,,,
2608594232,3165140950015,,,,,,,,,,,,,,,,,,,,,
2608594220,3165140949897,,,,,,,,,,,,,,,,,,,,,
2608594206,3165140949750,,,,,,,,,,,,,,,,,,,,,
2608594243,3165140950121,,,,,,,,,,,,,,,,,,,,,
2608594227,3165140949965,,,,,,,,,,,,,,,,,,,,,
2608594211,3165140949804,,,,,,,,,,,,,,,,,,,,,
2608594204,3165140949736,,,,,,,,,,,,,,,,,,,,,
2608594242,3165140950114,,,,,,,,,,,,,,,,,,,,,
2608594240,3165140950091,,,,,,,,,,,,,,,,,,,,,
2608594248,3165140950176,,,,,,,,,,,,,,,,,,,,,
2608594192,3165140949613,,,,,,,,,,,,,,,,,,,,,
2608594193,3165140949620,,,,,,,,,,,,,,,,,,,,,
2608594194,3165140949637,,,,,,,,,,,,,,,,,,,,,
2608594189,3165140949583,,,,,,,,,,,,,,,,,,,,,
2608594190,3165140949590,,,,,,,,,,,,,,,,,,,,,
2608594269,3165140977623,,,,,,,,,,,,,,,,,,,,,
2608594271,3165140977647,,,,,,,,,,,,,,,,,,,,,
2608594191,3165140949606,,,,,,,,,,,,,,,,,,,,,
2608631013,3165140007290,,,,,,,,,,,,,,,,,,,,,
2608630030,3165140006781,,,,,,,,,,,,,,,,,,,,,
2608630040,3165140006842,,,,,,,,,,,,,,,,,,,,,
2608630014,3165140012454,,,,,,,,,,,,,,,,,,,,,
2608630058,3165140006859,,,,,,,,,,,,,,,,,,,,,
2608630031,3165140006798,,,,,,,,,,,,,,,,,,,,,
2608900563,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608630032,3165140006804,,,,,,,,,,,,,,,,,,,,,
2607010630,3165140579360,,,,,,,,,,,,,,,,,,,,,
2608637590,3165140016308,,,,,,,,,,,,,,,,,,,,,
2608634994,3165140128025,,,,,,,,,,,,,,,,,,,,,
2608900564,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608630033,3165140006811,,,,,,,,,,,,,,,,,,,,,
2608636335,3165140309042,,,,,,,,,,,,,,,,,,,,,
2608633528,3165140169509,,,,,,,,,,,,,,,,,,,,,
2608633A34,3165140264174,,,,,,,,,,,,,,,,,,,,,
2608631017,3165140007313,,,,,,,,,,,,,,,,,,,,,
2608638473,3165140128056,,,,,,,,,,,,,,,,,,,,,
2608634243,3165140091947,,,,,,,,,,,,,,,,,,,,,
2608631014,3165140007306,,,,,,,,,,,,,,,,,,,,,
2608656019,3165140093552,,,,,,,,,,,,,,,,,,,,,
2608656014,3165140093507,,,,,,,,,,,,,,,,,,,,,
2608656020,3165140093569,,,,,,,,,,,,,,,,,,,,,
2608656015,3165140093514,,,,,,,,,,,,,,,,,,,,,
2608654404,3165140169585,,,,,,,,,,,,,,,,,,,,,
2608657610,3165140543354,,,,,,,,,,,,,,,,,,,,,
2607010901,3165140846479,,,,,,,,,,,,,,,,,,,,,
2608656022,3165140093583,,,,,,,,,,,,,,,,,,,,,
2608650613,3165140007672,,,,,,,,,,,,,,,,,,,,,
2608900368,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900418,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608657526,3165140507189,,,,,,,,,,,,,,,,,,,,,
2608656258,3165140235501,,,,,,,,,,,,,,,,,,,,,
2608656013,3165140093491,,,,,,,,,,,,,,,,,,,,,
2608657524,3165140507165,,,,,,,,,,,,,,,,,,,,,
2608900406,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608656017,3165140093538,,,,,,,,,,,,,,,,,,,,,
2608900371,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608656261,3165140235532,,,,,,,,,,,,,,,,,,,,,
2608900394,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900365,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900391,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900398,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900389,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2607010908,3165140846547,,,,,,,,,,,,,,,,,,,,,
2607010907,3165140846530,,,,,,,,,,,,,,,,,,,,,
2608664131,3165140894715,,,,,,,,,,,,,,,,,,,,,
2608661629,3165140484961,,,,,,,,,,,,,,,,,,,,,
2608661644,3165140492478,,,,,,,,,,,,,,,,,,,,,
2608661630,3165140484978,,,,,,,,,,,,,,,,,,,,,
2608661645,3165140492485,,,,,,,,,,,,,,,,,,,,,
2608661637,3165140492409,,,,,,,,,,,,,,,,,,,,,
2608661688,3165140545525,,,,,,,,,,,,,,,,,,,,,
2608661642,3165140492454,,,,,,,,,,,,,,,,,,,,,
2608900014,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608000493,3165140632256,,,,,,,,,,,,,,,,,,,,,
2608661781,3165140596169,,,,,,,,,,,,,,,,,,,,,
2608662017,3165140707459,,,,,,,,,,,,,,,,,,,,,
2608661908,3165140666015,,,,,,,,,,,,,,,,,,,,,
2608661692,3165140546720,,,,,,,,,,,,,,,,,,,,,
2608661695,3165140555210,,,,,,,,,,,,,,,,,,,,,
2608661633,3165140492379,,,,,,,,,,,,,,,,,,,,,
2608661758,3165140582230,,,,,,,,,,,,,,,,,,,,,
2608661689,3165140546690,,,,,,,,,,,,,,,,,,,,,
2608662018,3165140710152,,,,,,,,,,,,,,,,,,,,,
2608664351,3165140904865,,,,,,,,,,,,,,,,,,,,,
2608644018,3165140795845,,,,,,,,,,,,,,,,,,,,,
2608642497,3165140648226,,,,,,,,,,,,,,,,,,,,,
2608644121,3165140796873,,,,,,,,,,,,,,,,,,,,,
2608644509,3165140957397,,,,,,,,,,,,,,,,,,,,,
2608644110,3165140796767,,,,,,,,,,,,,,,,,,,,,
2608640617,3165140194112,,,,,,,,,,,,,,,,,,,,,
2608640432,3165140314411,,,,,,,,,,,,,,,,,,,,,
2608642602,3165140660273,,,,,,,,,,,,,,,,,,,,,
2608640732,3165140195072,,,,,,,,,,,,,,,,,,,,,
2608640443,3165140317412,,,,,,,,,,,,,,,,,,,,,
2608837746,3165140958684,,,,,,,,,,,,,,,,,,,,,
2608640447,3165140317450,,,,,,,,,,,,,,,,,,,,,
2608640633,3165140194266,,,,,,,,,,,,,,,,,,,,,
2608640453,3165140317511,,,,,,,,,,,,,,,,,,,,,
2608643060,3165140737739,,,,,,,,,,,,,,,,,,,,,
2608644376,3165140890984,,,,,,,,,,,,,,,,,,,,,
2608644391,3165140891127,,,,,,,,,,,,,,,,,,,,,
2608644374,3165140890960,,,,,,,,,,,,,,,,,,,,,
2608644377,3165140890991,,,,,,,,,,,,,,,,,,,,,
2608644388,3165140891097,,,,,,,,,,,,,,,,,,,,,
2607000096,3165140010450,,,,,,,,,,,,,,,,,,,,,
2607001292,3165140117685,,,,,,,,,,,,,,,,,,,,,
2608620201,3165140233293,,,,,,,,,,,,,,,,,,,,,
2607017472,3165140958035,,,,,,,,,,,,,,,,,,,,,
2607017469,3165140958004,,,,,,,,,,,,,,,,,,,,,
2607017466,3165140957977,,,,,,,,,,,,,,,,,,,,,
2607017475,3165140958066,,,,,,,,,,,,,,,,,,,,,
2608628390,3165140358514,,,,,,,,,,,,,,,,,,,,,
2608628389,3165140358507,,,,,,,,,,,,,,,,,,,,,
2608628348,3165140358095,,,,,,,,,,,,,,,,,,,,,
2608628379,3165140358408,,,,,,,,,,,,,,,,,,,,,
2608628376,3165140358378,,,,,,,,,,,,,,,,,,,,,
2608628377,3165140358385,,,,,,,,,,,,,,,,,,,,,
2608628346,3165140358071,,,,,,,,,,,,,,,,,,,,,
2608628388,3165140358491,,,,,,,,,,,,,,,,,,,,,
2608628374,3165140358354,,,,,,,,,,,,,,,,,,,,,
2608628392,3165140358538,,,,,,,,,,,,,,,,,,,,,
2608628352,3165140358132,,,,,,,,,,,,,,,,,,,,,
2608628381,3165140358422,,,,,,,,,,,,,,,,,,,,,
2608628378,3165140358392,,,,,,,,,,,,,,,,,,,,,
2608628383,3165140358446,,,,,,,,,,,,,,,,,,,,,
2608628402,3165140358637,,,,,,,,,,,,,,,,,,,,,
2608621794,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2607019494,3165140416122,,,,,,,,,,,,,,,,,,,,,
2608900709,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900682,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900700,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900912,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900921,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608606922,3165140185219,,,,,,,,,,,,,,,,,,,,,
2608603656,3165140744072,,,,,,,,,,,,,,,,,,,,,
2608900939,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901663,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900887,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901169,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901168,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901180,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901173,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901170,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608607633,3165140528733,,,,,,,,,,,,,,,,,,,,,
2608901268,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901232,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901224,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901217,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901215,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901213,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901214,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901216,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901212,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901211,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901250,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608901474,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608577352,3165140917704,,,,,,,,,,,,,,,,,,,,,
2608577351,3165140917698,,,,,,,,,,,,,,,,,,,,,
2608587018,3165140689823,,,,,,,,,,,,,,,,,,,,,
2608587013,3165140689779,,,,,,,,,,,,,,,,,,,,,
2608587017,3165140689816,,,,,,,,,,,,,,,,,,,,,
2608587014,3165140689786,,,,,,,,,,,,,,,,,,,,,
2608597520,3165140107358,,,,,,,,,,,,,,,,,,,,,
2608595062,3165140290623,,,,,,,,,,,,,,,,,,,,,
2608585936,3165140521710,,,,,,,,,,,,,,,,,,,,,
2608585864,3165140520997,,,,,,,,,,,,,,,,,,,,,
2608585916,3165140521512,,,,,,,,,,,,,,,,,,,,,
2608585860,3165140520959,,,,,,,,,,,,,,,,,,,,,
2608585855,3165140520904,,,,,,,,,,,,,,,,,,,,,
2608585932,3165140521673,,,,,,,,,,,,,,,,,,,,,
2608585940,3165140521758,,,,,,,,,,,,,,,,,,,,,
2608585926,3165140521611,,,,,,,,,,,,,,,,,,,,,
2608585922,3165140521574,,,,,,,,,,,,,,,,,,,,,
2608585846,3165140520812,,,,,,,,,,,,,,,,,,,,,
2608585869,3165140521048,,,,,,,,,,,,,,,,,,,,,
2608595066,3165140290661,,,,,,,,,,,,,,,,,,,,,
2608597521,3165140107365,,,,,,,,,,,,,,,,,,,,,
2607019924,3165140517041,,,,,,,,,,,,,,,,,,,,,
2608577310,3165140908191,,,,,,,,,,,,,,,,,,,,,
2607019925,3165140517058,,,,,,,,,,,,,,,,,,,,,
2608577176,3165140906852,,,,,,,,,,,,,,,,,,,,,
2608577268,3165140907774,,,,,,,,,,,,,,,,,,,,,
2608577306,3165140908153,,,,,,,,,,,,,,,,,,,,,
2608577174,3165140906838,,,,,,,,,,,,,,,,,,,,,
2608577248,3165140907576,,,,,,,,,,,,,,,,,,,,,
2608577228,3165140907378,,,,,,,,,,,,,,,,,,,,,
2608595077,3165140290777,,,,,,,,,,,,,,,,,,,,,
2608585911,3165140521468,,,,,,,,,,,,,,,,,,,,,
2608577161,3165140906708,,,,,,,,,,,,,,,,,,,,,
2608577171,3165140906807,,,,,,,,,,,,,,,,,,,,,
2608585851,3165140520867,,,,,,,,,,,,,,,,,,,,,
2608577158,3165140906678,,,,,,,,,,,,,,,,,,,,,
2608577167,3165140906760,,,,,,,,,,,,,,,,,,,,,
2607010535,3165140446198,,,,,,,,,,,,,,,,,,,,,
2608577315,3165140908245,,,,,,,,,,,,,,,,,,,,,
2608577288,3165140907972,,,,,,,,,,,,,,,,,,,,,
2608595059,3165140290593,,,,,,,,,,,,,,,,,,,,,
2608595081,3165140290814,,,,,,,,,,,,,,,,,,,,,
2608577165,3165140906746,,,,,,,,,,,,,,,,,,,,,
2608595072,3165140290722,,,,,,,,,,,,,,,,,,,,,
2608577218,3165140907279,,,,,,,,,,,,,,,,,,,,,
2608577313,3165140908221,,,,,,,,,,,,,,,,,,,,,
2608600549,3165140219624,,,,,,,,,,,,,,,,,,,,,
2608603254,3165140668866,,,,,,,,,,,,,,,,,,,,,
2608603171,3165140658300,,,,,,,,,,,,,,,,,,,,,
2608603255,3165140668873,,,,,,,,,,,,,,,,,,,,,
2608901193,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608600096,3165140070928,,,,,,,,,,,,,,,,,,,,,
2608603168,3165140658270,,,,,,,,,,,,,,,,,,,,,
2608603162,3165140658591,,,,,,,,,,,,,,,,,,,,,
2608600545,3165140220927,,,,,,,,,,,,,,,,,,,,,
2608603169,3165140658287,,,,,,,,,,,,,,,,,,,,,
2608600219,3165140116404,,,,,,,,,,,,,,,,,,,,,
2608600226,3165140116473,,,,,,,,,,,,,,,,,,,,,
2608600324,3165140149495,,,,,,,,,,,,,,,,,,,,,
2608603165,3165140658249,,,,,,,,,,,,,,,,,,,,,
2608603172,3165140658317,,,,,,,,,,,,,,,,,,,,,
2608619778,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608600223,3165140116442,,,,,,,,,,,,,,,,,,,,,
2608600220,3165140116411,,,,,,,,,,,,,,,,,,,,,
2608603182,3165140658393,,,,,,,,,,,,,,,,,,,,,
2608601514,3165140826600,,,,,,,,,,,,,,,,,,,,,
2608901192,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608600225,3165140116466,,,,,,,,,,,,,,,,,,,,,
2608619262,3165140947527,,,,,,,,,,,,,,,,,,,,,
2608619776,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608600711,3165140262859,,,,,,,,,,,,,,,,,,,,,
2608901196,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2607017164,3165140669702,,,,,,,,,,,,,,,,,,,,,
2607017319,3165140761734,,,,,,,,,,,,,,,,,,,,,
2608522365,3165140851558,,,,,,,,,,,,,,,,,,,,,
2608522366,3165140851565,,,,,,,,,,,,,,,,,,,,,
2607017561,3165140995214,,,,,,,,,,,,,,,,,,,,,
2607019580,3165140430296,,,,,,,,,,,,,,,,,,,,,
2607017568,3165140995283,,,,,,,,,,,,,,,,,,,,,
2608577148,3165140881784,,,,,,,,,,,,,,,,,,,,,
2607017328,3165140771498,,,,,,,,,,,,,,,,,,,,,
2607017037,3165140557382,,,,,,,,,,,,,,,,,,,,,
2607017326,3165140771474,,,,,,,,,,,,,,,,,,,,,
2608522377,3165140909525,,,,,,,,,,,,,,,,,,,,,
2608522320,3.17E+17,,,,,,,,,,,,,,,,,,,,,
2607000157,3165140039000,,,,,,,,,,,,,,,,,,,,,
2607001611,3165140301374,,,,,,,,,,,,,,,,,,,,,
2608522068,3165140632850,,,,,,,,,,,,,,,,,,,,,
2607002804,3.17E+17,,,,,,,,,,,,,,,,,,,,,
2608551102,3165140704168,,,,,,,,,,,,,,,,,,,,,
2608550080,3165140084987,,,,,,,,,,,,,,,,,,,,,
2608522351,3.17E+17,,,,,,,,,,,,,,,,,,,,,
2608551107,3.17E+17,,,,,,,,,,,,,,,,,,,,,
2608900322,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608577022,3165140858120,,,,,,,,,,,,,,,,,,,,,
2608900334,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608577019,3165140858090,,,,,,,,,,,,,,,,,,,,,
2608596300,3165140059060,,,,,,,,,,,,,,,,,,,,,
2608597622,3165140183314,,,,,,,,,,,,,,,,,,,,,
2608900315,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608597626,3165140183352,,,,,,,,,,,,,,,,,,,,,
2608597647,3165140183567,,,,,,,,,,,,,,,,,,,,,
2607019323,3165140379106,,,,,,,,,,,,,,,,,,,,,
2608597646,3165140183550,,,,,,,,,,,,,,,,,,,,,
2607010533,3165140446174,,,,,,,,,,,,,,,,,,,,,
2608900326,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900320,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900319,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608577021,3165140858113,,,,,,,,,,,,,,,,,,,,,
2607010527,3165140446112,,,,,,,,,,,,,,,,,,,,,
2608900317,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608577016,3165140858069,,,,,,,,,,,,,,,,,,,,,
2608900324,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900348,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2607019923,3165140517034,,,,,,,,,,,,,,,,,,,,,
2608577006,3165140857963,,,,,,,,,,,,,,,,,,,,,
2608597624,3165140183338,,,,,,,,,,,,,,,,,,,,,
2608597642,3165140183512,,,,,,,,,,,,,,,,,,,,,
2608596301,3165140059077,,,,,,,,,,,,,,,,,,,,,
2608900345,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608900347,4.06E+17,,,,,,,,,,,,,,,,,,,,,
2608833959,3165140833684,,,,,,,,,,,,,,,,,,,,,
2608833960,3165140833691,,,,,,,,,,,,,,,,,,,,,
2608833961,3165140833707,,,,,,,,,,,,,,,,,,,,,
2608833962,3165140833714,,,,,,,,,,,,,,,,,,,,,
2608685860,3165140564113,,,,,,,,,,,,,,,,,,,,,
2608685861,3165140564120,,,,,,,,,,,,,,,,,,,,,
2608685862,3165140564137,,,,,,,,,,,,,,,,,,,,,
2608685863,3165140564144,,,,,,,,,,,,,,,,,,,,,
2608685864,3165140564151,,,,,,,,,,,,,,,,,,,,,
2608685865,3165140564168,,,,,,,,,,,,,,,,,,,,,
2608685866,3165140564175,,,,,,,,,,,,,,,,,,,,,
2608685867,3165140564182,,,,,,,,,,,,,,,,,,,,,
2608833963,3165140833721,,,,,,,,,,,,,,,,,,,,,
2608833964,3165140833738,,,,,,,,,,,,,,,,,,,,,
2608685868,3165140564199,,,,,,,,,,,,,,,,,,,,,
2608685869,3165140564205,,,,,,,,,,,,,,,,,,,,,
2608685870,3165140564229,,,,,,,,,,,,,,,,,,,,,
2608685871,3165140564236,,,,,,,,,,,,,,,,,,,,,
2608685872,3165140564243,,,,,,,,,,,,,,,,,,,,,
2608685873,3165140564250,,,,,,,,,,,,,,,,,,,,,
2608685874,3165140564267,,,,,,,,,,,,,,,,,,,,,
2608685875,3165140564274,,,,,,,,,,,,,,,,,,,,,
2608685876,3165140564281,,,,,,,,,,,,,,,,,,,,,
2608685877,3165140564298,,,,,,,,,,,,,,,,,,,,,
2608831000,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831001,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831002,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831003,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831004,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831005,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831006,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831007,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831008,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831009,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831010,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831011,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831012,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831013,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831014,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831015,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831016,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831017,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831018,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831019,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831020,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831021,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831022,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831023,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831024,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831025,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831026,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831027,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831028,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831030,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831031,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831032,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831033,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831034,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831036,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831037,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831038,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831039,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831040,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831042,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831043,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831044,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831045,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831047,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831048,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831049,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831051,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831052,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831053,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831055,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831056,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831058,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831059,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831060,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831061,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831063,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831103,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831104,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831107,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831108,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831109,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831110,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831111,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831112,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831113,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831116,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831117,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831120,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831121,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831122,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831123,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831124,6.95E+17,,,,,,,,,,,,,,,,,,,,,
2608831029,6.95E+17,,,,,,,,,,,,,,,,,,,,,
