Part no.,Name,Quantity required,Diagram no.,Supplier code
T44370,Cover,1,1
T44369,Seal,1,2
AT43261,Housing,1,3
T44372,Clamp,2,4
19H3385,Cap Screw,1,5
19H2021,Cap Screw,1,5
12H304,Lock Washer,1,6
28H860,Washer,2,7
28H935,Spacer,2,7
AT43262,Support,1,8
19H1919,Cap Screw,8,9
12H302,Lock Washer,8,10
........,Isolator,1,11
T44371,Boot,1,12
19H1805,Cap Screw,1,13
