EAN,Price,ASIN,Sales Rank,Net Profit,Net Margin
'2000001575444,4699.0,B0BXJ5VGM3,-,-3.884.56 ,"-3.954,56 %"
'4016167069473,39.95,B07YTNVBMG,"#41.665, (Sport & Freizeit)",5.60 ,"9,54 %"
'2000001046760,3.95,B00CRTKQSS,-,-4.47 ,"-112,02 %"
'4250969220025,105.0,B01DAYVZBA,"#486.564, (Sport & Freizeit)",-9.07 ,"-7,03 %"
'4712878776760,649.0,B0BCQ42Z4S,-,-535.94 ,"-2.681,04 %"
'4260131163166,649.0,B0BQW1173L,-,-176.65 ,"-30,72 %"
