Address,street number,Type,Rooms,Other,Size (m2),Agency url,Agency name
Pietarinkatu ,1,"275,000 €",1,,34 ,https://www.huoneistokeskus.fi/kohde/20707496,huoneistokeskus
Pietarinkatu ,9,"418,000 €",1,,48 ,https://www.huoneistokeskus.fi/kohde/20417680,huoneistokeskus
Tähtitorninkatu ,14,"635,000 €",3,,70 ,https://www.huoneistokeskus.fi/kohde/20857601,huoneistokeskus
